,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.52,0.67,0.96,0.7,0.91,1.0,0.8,0.01,0.6,0.6,1.0,0.95,0.68,0.42,0.77,0.84
gephex.csv,0.81,0.0,0.62,0.82,0.49,0.73,0.46,0.4,0.88,0.6,0.04,0.7,0.02,0.87,0.59,0.73
intact.csv,0.21,0.5,0.6,0.0,0.19,0.27,0.24,0.25,0.21,0.27,0.76,0.11,0.22,0.11,0.1,0.27
jbpm.csv,0.23,0.0,0.13,0.26,0.0,0.45,0.07,0.35,0.01,0.31,0.88,0.03,0.17,0.49,0.11,0.27
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
jpaul.csv,0.05,0.17,0.18,0.05,0.1,0.09,0.0,0.16,0.0,0.0,0.52,0.15,0.0,0.02,0.14,0.15
lamp.csv,0.01,0.0,0.07,0.11,0.11,0.0,0.02,0.04,0.08,0.36,0.36,0.08,0.05,0.09,0.06,0.32
mevenide.csv,0.1,0.33,0.56,0.26,0.38,0.36,0.56,0.17,0.49,0.41,0.96,0.53,0.32,0.28,0.0,0.39
opendvr.csv,0.37,0.17,0.76,0.48,0.75,0.27,0.68,0.45,0.5,0.56,0.96,0.52,0.41,0.02,0.65,0.63
panda3d.csv,0.08,0.17,0.07,0.21,0.16,0.18,0.15,0.47,0.11,0.03,0.28,0.14,0.15,0.09,0.15,0.18
retromenu.csv,0.16,0.17,0.0,0.21,0.11,0.0,0.1,0.11,0.04,0.2,0.08,0.03,0.1,0.19,0.3,0.19
rohxel.csv,0.7,0.67,0.58,0.67,0.58,0.0,0.41,0.3,0.78,0.74,0.32,0.52,0.71,0.51,0.41,0.68
sevenupdate.csv,0.96,0.0,0.62,1.0,0.88,0.73,0.68,0.88,1.0,0.94,1.0,1.0,1.0,1.0,0.95,0.97
soar.csv,0.82,0.67,0.49,0.84,0.75,0.55,0.73,0.64,0.93,0.79,0.04,0.76,0.71,0.81,0.49,0.94
stemkit.csv,0.04,0.0,0.13,0.0,0.02,0.0,0.0,0.01,0.0,0.09,0.08,0.02,0.07,0.0,0.02,0.0
thedata.csv,0.22,0.33,0.47,0.26,0.53,0.0,0.24,0.15,0.72,0.43,0.0,0.15,0.61,0.15,0.2,0.0
