,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.43,0.59,0.95,0.63,0.83,0.97,0.76,0.98,0.5,0.58,1.0,1.0,0.69,0.27,0.86,0.75
gephex.csv,0.86,0.43,0.62,0.83,0.52,0.56,0.65,0.36,1.0,0.83,0.06,1.0,0.96,0.82,0.72,1.0
intact.csv,0.29,0.55,0.81,0.97,0.25,0.26,0.47,0.47,0.17,0.25,0.42,0.0,0.3,0.32,0.07,0.25
jbpm.csv,0.14,0.31,0.19,0.17,0.98,0.41,0.24,0.17,0.17,0.27,0.65,0.0,0.23,0.55,0.17,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0
jpaul.csv,0.21,0.18,0.43,0.0,0.25,0.23,0.94,0.12,0.0,0.0,0.29,0.0,0.0,0.09,0.28,0.0
lamp.csv,1.0,0.1,0.24,0.17,0.19,0.1,0.12,0.15,0.33,0.31,0.39,0.0,0.18,0.09,0.21,0.25
mevenide.csv,0.14,0.33,0.52,0.3,0.46,0.54,0.59,0.24,0.67,0.58,0.97,1.0,0.48,0.41,0.93,0.75
opendvr.csv,0.29,0.49,0.62,0.53,0.79,0.64,0.71,0.58,0.67,0.48,0.87,0.0,0.51,1.0,0.66,0.75
panda3d.csv,0.07,0.14,0.1,0.3,0.33,0.05,0.12,0.3,0.0,0.94,0.42,0.0,0.24,0.05,0.24,0.0
retromenu.csv,0.14,0.29,1.0,0.2,0.21,0.15,0.35,0.29,0.17,0.23,0.03,0.0,0.14,0.18,0.34,0.25
rohxel.csv,0.79,0.71,0.9,0.83,0.44,1.0,0.71,0.47,0.83,0.79,0.29,0.0,0.76,0.5,0.45,0.5
sevenupdate.csv,1.0,1.0,0.14,1.0,0.52,0.77,0.47,0.86,1.0,0.96,1.0,1.0,0.99,1.0,1.0,1.0
soar.csv,0.86,0.53,0.38,0.77,0.56,0.54,0.71,0.52,0.83,0.54,0.94,1.0,0.73,0.73,0.28,1.0
stemkit.csv,0.21,0.08,0.24,0.07,0.04,0.08,0.0,0.02,0.83,0.17,0.13,0.0,0.06,0.09,0.07,0.0
thedata.csv,0.29,0.24,0.43,0.23,0.19,0.15,0.06,0.26,0.83,0.54,0.03,0.0,0.69,0.0,0.07,0.75
