,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.14,0.71,0.48,0.38,0.19,0.86,0.41,0.98,0.12,0.4,0.71,0.06,0.66,0.24,0.41,0.1
gephex.csv,0.18,0.6,0.42,0.43,0.2,0.64,0.47,0.35,0.16,0.53,0.12,0.08,0.97,0.42,0.41,0.15
intact.csv,0.18,0.68,0.52,0.98,0.19,0.38,0.46,0.49,0.09,0.27,0.41,0.0,0.42,0.4,0.1,0.09
jbpm.csv,0.09,0.47,0.26,0.19,0.99,0.53,0.33,0.19,0.25,0.28,0.55,0.0,0.34,0.4,0.23,0.17
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.0
jpaul.csv,0.26,0.31,0.47,0.0,0.25,0.37,0.97,0.17,0.0,0.0,0.34,0.0,0.0,0.16,0.33,0.0
lamp.csv,0.97,0.19,0.34,0.23,0.19,0.19,0.2,0.25,0.29,0.3,0.46,0.0,0.3,0.14,0.3,0.08
mevenide.csv,0.14,0.48,0.39,0.31,0.22,0.66,0.4,0.31,0.18,0.47,0.71,0.1,0.58,0.39,0.96,0.19
opendvr.csv,0.12,0.65,0.38,0.4,0.22,0.75,0.42,0.48,0.17,0.35,0.66,0.0,0.58,0.98,0.36,0.13
panda3d.csv,0.08,0.25,0.15,0.33,0.26,0.09,0.16,0.28,0.0,0.94,0.51,0.0,0.36,0.07,0.29,0.0
retromenu.csv,0.11,0.44,1.0,0.24,0.21,0.27,0.44,0.39,0.2,0.27,0.06,0.0,0.24,0.22,0.31,0.12
rohxel.csv,0.19,0.8,0.58,0.48,0.16,1.0,0.52,0.47,0.15,0.46,0.38,0.0,0.7,0.37,0.33,0.08
sevenupdate.csv,0.18,1.0,0.12,0.45,0.13,0.78,0.3,0.5,0.14,0.47,0.71,0.06,0.77,0.45,0.41,0.12
soar.csv,0.18,0.66,0.31,0.4,0.16,0.64,0.41,0.39,0.13,0.33,0.95,0.07,0.68,0.4,0.2,0.12
stemkit.csv,0.27,0.15,0.31,0.12,0.07,0.14,0.0,0.03,0.91,0.24,0.22,0.0,0.1,0.17,0.12,0.0
thedata.csv,0.17,0.38,0.35,0.25,0.08,0.27,0.07,0.34,0.16,0.43,0.06,0.0,0.68,0.0,0.08,0.86
