,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.77,0.78,0.96,0.79,0.93,1.0,0.84,0.02,0.78,0.73,1.0,0.95,0.75,0.84,0.78,0.88
gephex.csv,0.83,0.57,0.73,0.84,0.69,0.85,0.58,0.75,0.88,0.62,0.94,0.7,0.05,0.89,0.65,0.73
intact.csv,0.74,0.67,0.63,0.03,0.77,0.79,0.58,0.59,0.86,0.8,0.96,1.01,0.74,0.69,0.94,0.8
jbpm.csv,0.89,0.69,0.82,0.87,0.02,0.74,0.77,0.9,0.83,0.79,0.95,1.0,0.79,0.67,0.84,0.57
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,1.0
jpaul.csv,0.79,0.83,0.6,1.0,0.76,0.77,0.06,0.89,1.0,1.0,0.88,1.01,1.0,0.91,0.74,1.01
lamp.csv,0.01,0.9,0.76,0.84,0.81,0.9,0.88,0.85,0.67,0.77,0.71,1.0,0.82,0.91,0.8,0.82
mevenide.csv,0.86,0.75,0.73,0.75,0.66,0.59,0.7,0.78,0.59,0.59,0.96,0.53,0.61,0.66,0.07,0.46
opendvr.csv,0.81,0.54,0.85,0.67,0.78,0.45,0.74,0.62,0.6,0.77,0.97,1.12,0.64,0.02,0.73,0.68
panda3d.csv,0.93,0.87,0.91,0.73,0.69,0.97,0.89,0.84,1.01,0.07,0.64,1.01,0.77,0.96,0.77,1.02
retromenu.csv,0.87,0.73,0.0,0.83,0.8,0.85,0.65,0.72,0.83,0.8,0.97,1.0,0.86,0.84,0.72,0.77
rohxel.csv,0.73,0.73,0.59,0.69,0.8,0.0,0.51,0.61,0.8,0.77,0.78,1.12,0.75,0.71,0.69,0.84
sevenupdate.csv,0.96,0.0,1.06,1.0,1.0,0.76,0.86,0.89,1.0,0.94,1.0,1.0,1.0,1.0,0.95,0.97
soar.csv,0.83,0.82,0.79,0.87,0.87,0.71,0.79,0.8,0.95,0.91,0.08,0.76,0.76,0.86,0.87,0.94
stemkit.csv,0.79,0.92,0.77,0.93,0.96,0.92,1.0,0.98,0.17,0.84,0.87,1.0,0.95,0.91,0.93,1.0
thedata.csv,0.75,0.83,0.74,0.81,0.96,0.85,0.97,0.76,0.74,0.63,0.97,1.01,0.68,1.01,0.95,0.25
