,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,27.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,4.0,0.0,13.0
gephex.csv,3.0,0.0,12.0,9.0,90.0,1.0,6.0,6.0,9.0,3.0,1.0,6.0,0.0,0.0,0.0,7.0
intact.csv,18.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,12.0,2.0,0.0,67.0,0.0,0.0,8.0,17.0
jbpm.csv,10.0,0.0,5.0,1.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,67.0,0.0,0.0,1.0,7.0
jchassis.csv,142.0,54.0,65.0,102.0,431.0,49.0,57.0,183.0,77.0,154.0,55.0,0.0,111.0,74.0,0.0,65.0
jpaul.csv,6.0,0.0,5.0,102.0,10.0,0.0,0.0,16.0,77.0,154.0,1.0,67.0,111.0,0.0,0.0,65.0
lamp.csv,0.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,2.0,12.0,0.0,67.0,0.0,4.0,0.0,20.0
mevenide.csv,9.0,0.0,9.0,2.0,11.0,0.0,8.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0
opendvr.csv,4.0,0.0,12.0,1.0,1.0,0.0,12.0,3.0,7.0,2.0,0.0,67.0,0.0,0.0,0.0,14.0
panda3d.csv,2.0,0.0,3.0,1.0,1.0,0.0,6.0,16.0,77.0,1.0,0.0,67.0,0.0,4.0,0.0,65.0
retromenu.csv,5.0,1.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,3.0,1.0,67.0,0.0,4.0,1.0,12.0
rohxel.csv,6.0,0.0,7.0,5.0,38.0,0.0,1.0,1.0,6.0,3.0,2.0,67.0,0.0,2.0,0.0,4.0
sevenupdate.csv,13.0,0.0,13.0,1.0,1.0,0.0,1.0,16.0,11.0,3.0,0.0,10.0,0.0,0.0,0.0,10.0
soar.csv,11.0,0.0,10.0,1.0,1.0,0.0,0.0,14.0,10.0,6.0,0.0,9.0,0.0,0.0,3.0,10.0
stemkit.csv,2.0,0.0,4.0,0.0,3.0,0.0,57.0,0.0,0.0,0.0,0.0,67.0,2.0,0.0,1.0,65.0
thedata.csv,11.0,0.0,2.0,0.0,56.0,0.0,9.0,2.0,3.0,0.0,0.0,67.0,0.0,74.0,15.0,0.0
