,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0
jcl.csv,0.9,0.93,0.86,0.5,0.94,0.87,0.91
openxava.csv,0.51,0.73,0.46,0.93,0.95,0.59,0.62
tcvp.csv,0.75,0.96,0.71,0.5,0.8,0.89,0.83
vars-redux.csv,0.46,0.74,0.44,0.45,0.52,0.4,0.55
werx.csv,0.36,0.42,0.3,0.49,0.37,0.36,0.37
