,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.01,0.0,1.0,0.07,0.0,0.0,0.0
jcl.csv,0.35,0.0,0.0,0.07,0.1,0.25,0.82
openxava.csv,0.61,0.0,0.62,0.95,0.19,0.56,0.47
tcvp.csv,0.02,0.0,0.0,0.07,0.05,1.0,0.0
vars-redux.csv,0.0,0.92,0.8,0.77,0.98,0.55,0.57
werx.csv,1.0,0.05,0.0,0.09,0.13,0.0,0.0
