,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.57,0.31,0.18,0.34,0.32,0.33,0.45,0.51,0.51,0.36,0.56,0.22,0.59,0.52,0.99,0.51,0.27,0.65,0.45,0.52
buddata-ebxml-registry.csv,0.47,0.21,0.11,0.22,0.9,0.8,0.43,0.47,0.57,0.58,0.68,0.17,0.83,0.48,0.71,0.77,0.08,0.62,0.99,0.86
cornerstone.csv,0.48,0.31,0.17,0.38,0.45,0.68,0.31,0.44,0.52,0.44,0.95,0.26,0.55,0.5,0.71,0.66,0.09,0.56,0.37,0.31
emeraldemu.csv,0.54,0.3,0.21,0.23,0.35,0.44,0.36,0.97,0.38,0.4,0.58,0.21,0.55,0.46,0.56,0.48,0.3,0.61,0.46,0.68
jahshakafx.csv,0.98,0.29,0.2,0.05,0.33,0.29,0.22,0.49,0.39,0.53,0.38,0.24,0.51,0.33,0.53,0.44,0.1,0.48,0.32,0.46
jaolt.csv,0.59,0.29,0.12,0.27,0.43,0.53,0.49,0.49,0.56,0.58,0.43,0.15,0.98,0.47,0.72,0.71,0.26,0.53,0.56,0.78
kmess.csv,0.4,0.21,0.18,0.33,0.76,0.54,0.31,0.47,0.54,0.39,0.56,0.16,0.56,0.31,0.66,0.99,0.13,0.52,0.59,0.66
maya-work-in-progress.csv,0.52,0.24,0.16,0.3,0.78,0.69,0.48,0.46,0.56,0.98,0.66,0.17,0.78,0.48,0.68,0.67,0.12,0.6,0.86,0.82
mia.csv,0.16,0.23,0.34,0.28,0.15,0.45,0.42,0.35,0.3,0.22,0.38,0.91,0.08,0.37,0.43,0.5,0.18,0.29,0.16,0.35
mp-rechnungs-und-kundenverwaltung.csv,0.34,0.34,0.21,0.26,0.15,0.42,0.44,0.51,0.28,0.46,0.48,0.2,0.5,0.96,0.59,0.31,0.14,0.44,0.26,0.6
novembre.csv,0.46,0.31,0.24,0.28,0.45,0.23,0.97,0.45,0.44,0.38,0.43,0.31,0.24,0.26,0.51,0.4,0.24,0.55,0.19,0.41
ns-3.csv,0.54,0.26,0.12,0.17,0.47,0.99,0.37,0.48,0.58,0.51,0.43,0.17,0.81,0.4,0.71,0.67,0.03,0.53,0.62,0.64
nullc.csv,0.43,0.19,0.11,0.22,0.99,0.78,0.42,0.42,0.57,0.46,0.52,0.17,0.63,0.53,0.63,0.7,0.08,0.54,0.6,0.69
open-beos.csv,0.62,0.29,0.24,0.23,0.56,0.63,0.36,0.45,0.99,0.4,0.51,0.25,0.65,0.43,0.61,0.63,0.2,0.64,0.49,0.63
pixel-commandos.csv,0.39,0.3,0.15,0.24,0.21,0.04,0.21,0.43,0.15,0.06,0.27,0.0,0.18,0.04,0.29,0.38,1.0,0.28,0.28,0.16
plee-the-bear.csv,0.22,0.07,0.92,0.21,0.63,0.62,0.18,0.31,0.48,0.49,0.47,0.1,0.42,0.5,0.34,0.52,0.04,0.58,0.65,0.71
reaper-ecad.csv,0.26,0.02,0.13,0.96,0.61,0.62,0.42,0.28,0.34,0.44,0.41,0.1,0.34,0.04,0.4,0.56,0.09,0.39,0.41,0.57
unladen-swallow.csv,0.1,0.59,0.07,0.17,0.43,0.56,0.39,0.25,0.37,0.44,0.18,0.15,0.54,0.37,0.27,0.5,0.0,0.36,0.67,0.53
xmoto.csv,0.57,0.29,0.2,0.34,0.64,0.52,0.37,0.56,0.52,0.41,0.65,0.26,0.69,0.44,0.74,0.57,0.17,0.99,0.6,0.77
zxing.csv,0.67,0.26,0.16,0.3,0.56,0.53,0.52,0.49,0.49,0.56,0.56,0.11,0.49,0.42,0.68,0.58,0.14,0.53,0.59,0.98
