,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.65,0.73,0.66,0.78,0.24,0.25,0.6,0.63,0.47,0.29,0.53,0.65,0.5,0.61,0.99,0.42,0.77,0.6,0.34,0.41
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0
cornerstone.csv,0.62,0.72,0.74,0.71,0.34,0.57,0.46,0.57,0.52,0.36,0.93,0.73,0.46,0.57,0.68,0.61,0.62,0.58,0.26,0.24
emeraldemu.csv,0.71,0.53,0.44,0.29,0.26,0.34,0.37,0.95,0.31,0.29,0.48,0.37,0.45,0.55,0.49,0.39,0.77,0.52,0.3,0.59
jahshakafx.csv,0.98,0.53,0.58,0.1,0.24,0.21,0.23,0.5,0.33,0.43,0.35,0.53,0.42,0.3,0.45,0.35,0.29,0.41,0.22,0.36
jaolt.csv,0.7,0.75,0.46,0.61,0.32,0.45,0.69,0.64,0.62,0.61,0.36,0.13,0.97,0.57,0.7,0.58,0.94,0.56,0.44,0.38
kmess.csv,0.53,0.58,0.76,0.73,0.59,0.47,0.42,0.6,0.61,0.45,0.55,0.57,0.47,0.3,0.64,0.98,0.71,0.56,0.44,0.57
maya-work-in-progress.csv,0.65,0.64,0.71,0.68,0.64,0.61,0.67,0.59,0.63,0.98,0.32,0.57,0.56,0.35,0.52,0.59,0.75,0.62,0.76,0.5
mia.csv,0.19,0.43,0.5,0.25,0.1,0.38,0.38,0.31,0.28,0.15,0.28,0.86,0.05,0.32,0.35,0.44,0.29,0.2,0.11,0.25
mp-rechnungs-und-kundenverwaltung.csv,0.3,0.6,0.7,0.42,0.1,0.34,0.51,0.56,0.21,0.47,0.43,0.53,0.39,0.93,0.54,0.23,0.54,0.36,0.18,0.49
novembre.csv,0.41,0.47,0.52,0.34,0.35,0.17,0.94,0.46,0.38,0.29,0.36,0.54,0.17,0.3,0.44,0.31,0.55,0.47,0.12,0.31
ns-3.csv,0.7,0.67,0.55,0.46,0.36,0.99,0.45,0.62,0.64,0.57,0.39,0.58,0.63,0.51,0.42,0.55,0.27,0.56,0.47,0.54
nullc.csv,0.56,0.41,0.36,0.09,0.98,0.3,0.3,0.52,0.05,0.23,0.48,0.33,0.53,0.65,0.35,0.47,0.54,0.43,0.49,0.59
open-beos.csv,0.73,0.55,0.71,0.29,0.45,0.56,0.51,0.57,0.98,0.32,0.5,0.53,0.57,0.55,0.57,0.56,0.75,0.65,0.37,0.52
pixel-commandos.csv,0.32,0.54,0.25,0.52,0.15,0.02,0.16,0.38,0.1,0.04,0.19,0.0,0.12,0.02,0.2,0.29,1.0,0.2,0.19,0.11
plee-the-bear.csv,0.31,0.15,0.88,0.15,0.39,0.52,0.23,0.39,0.55,0.55,0.47,0.07,0.34,0.64,0.3,0.45,0.27,0.62,0.0,0.6
reaper-ecad.csv,0.36,0.01,0.55,0.93,0.38,0.51,0.51,0.34,0.38,0.5,0.39,0.31,0.27,0.02,0.37,0.51,0.51,0.42,0.27,0.46
unladen-swallow.csv,0.09,0.55,0.39,0.29,0.31,0.48,0.5,0.32,0.43,0.33,0.12,0.5,0.44,0.48,0.23,0.44,0.0,0.39,0.52,0.35
xmoto.csv,0.68,0.73,0.71,0.63,0.53,0.45,0.52,0.71,0.53,0.33,0.66,0.67,0.59,0.58,0.74,0.52,0.73,0.98,0.47,0.69
zxing.csv,0.8,0.56,0.71,0.57,0.45,0.45,0.7,0.6,0.52,0.63,0.54,0.4,0.41,0.53,0.64,0.53,0.8,0.53,0.48,0.97
