,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.45,0.48,0.49,0.48,0.82,0.8,0.57,0.53,0.6,0.76,0.57,0.55,0.64,0.52,0.01,0.64,0.3,0.46,0.74,0.65
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0
cornerstone.csv,0.59,0.48,0.58,0.41,0.72,0.74,0.84,0.63,0.57,0.69,0.08,0.48,0.7,0.55,0.62,0.56,0.67,0.56,0.78,0.82
emeraldemu.csv,0.51,0.56,0.62,0.76,0.79,0.71,0.7,0.06,0.74,0.75,0.84,0.69,0.62,0.59,0.58,0.68,0.29,0.53,1.02,0.48
jahshakafx.csv,0.03,0.57,0.51,0.99,0.81,0.83,0.83,0.57,0.72,0.63,0.76,0.57,0.68,0.76,0.62,0.72,0.77,0.65,0.84,0.72
jaolt.csv,0.42,0.57,0.85,0.75,0.73,0.67,0.59,0.6,0.56,0.5,0.71,0.98,0.04,0.76,0.59,0.74,0.25,0.67,0.61,0.9
kmess.csv,0.77,0.72,0.51,0.48,0.7,0.72,0.75,0.6,0.68,0.81,0.62,0.73,0.69,0.77,0.51,0.02,0.5,0.71,0.76,0.55
maya-work-in-progress.csv,0.71,0.63,0.62,0.52,0.61,0.63,0.66,0.74,0.67,0.03,0.92,0.76,0.78,0.9,0.8,0.69,0.63,0.7,0.35,0.83
mia.csv,0.91,0.66,0.55,0.79,0.92,0.8,0.67,0.74,0.8,0.88,0.76,0.17,0.96,0.73,0.71,0.71,0.75,0.83,0.94,0.79
mp-rechnungs-und-kundenverwaltung.csv,0.75,0.49,0.44,0.66,0.92,0.73,0.59,0.54,0.82,0.65,0.66,0.61,0.66,0.09,0.55,0.82,0.56,0.7,0.89,0.58
novembre.csv,0.65,0.6,0.54,0.72,0.71,0.88,0.07,0.62,0.68,0.75,0.7,0.53,0.86,0.81,0.63,0.74,0.51,0.59,0.93,0.74
ns-3.csv,0.63,0.57,0.79,0.86,0.7,0.01,0.87,0.68,0.53,0.65,0.71,0.73,0.7,0.68,0.88,0.77,0.96,0.65,0.73,0.6
nullc.csv,0.75,0.89,0.91,0.98,0.02,0.92,0.93,0.8,0.99,0.98,0.63,0.91,0.7,0.52,0.91,0.84,0.79,0.88,0.57,0.48
open-beos.csv,0.38,0.55,0.4,0.76,0.68,0.6,0.72,0.6,0.02,0.72,0.76,0.56,0.64,0.64,0.54,0.53,0.36,0.47,0.72,0.55
pixel-commandos.csv,0.73,0.56,0.79,0.62,0.88,0.98,0.87,0.68,0.92,0.97,0.84,1.0,0.9,0.98,0.83,0.76,0.0,0.83,0.84,0.91
plee-the-bear.csv,0.94,0.94,0.15,0.88,0.94,0.77,0.89,0.76,0.69,0.7,0.77,0.94,0.76,0.56,0.81,0.8,0.93,0.67,1.11,0.64
reaper-ecad.csv,0.89,0.99,0.62,0.08,0.95,0.78,0.6,0.8,0.81,0.71,0.74,0.85,0.83,0.98,0.79,0.72,0.65,0.81,1.05,0.75
unladen-swallow.csv,0.94,0.5,0.85,0.79,1.0,0.78,0.64,0.85,0.85,0.96,0.9,0.82,0.8,0.74,0.89,0.79,1.22,0.87,0.69,0.99
xmoto.csv,0.44,0.55,0.44,0.48,0.66,0.68,0.68,0.48,0.57,0.72,0.59,0.48,0.66,0.68,0.47,0.66,0.41,0.03,0.62,0.38
zxing.csv,0.33,0.58,0.54,0.55,0.63,0.67,0.48,0.55,0.61,0.58,0.73,0.85,0.72,0.66,0.65,0.65,0.55,0.59,0.58,0.04
