,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.41,0.42,0.52,0.53,0.58,0.78,0.52,0.47,0.65,0.77,0.53,0.44,0.5,0.48,0.46,0.55,0.67,0.5,0.57,0.52
buddata-ebxml-registry.csv,0.48,0.48,0.4,0.53,0.44,0.4,0.35,0.35,0.4,0.46,0.32,0.4,0.35,0.35,0.36,0.41,0.43,0.44,0.35,0.36
cornerstone.csv,0.5,0.44,0.43,0.5,0.53,0.48,0.44,0.51,0.63,0.77,0.48,0.47,0.43,0.48,0.41,0.57,0.52,0.57,0.73,0.71
emeraldemu.csv,0.53,0.58,0.81,0.9,0.5,0.68,0.69,0.63,0.76,0.88,0.39,0.78,0.64,0.52,0.54,0.57,0.75,0.55,0.67,0.59
jahshakafx.csv,0.5,0.58,0.7,0.83,0.73,0.91,0.75,0.67,0.74,0.62,0.59,0.67,0.56,0.88,0.58,0.6,0.75,0.72,0.86,0.64
jaolt.csv,0.44,0.39,0.44,0.53,0.53,0.67,0.38,0.43,0.45,0.48,0.71,0.41,0.42,0.36,0.39,0.41,0.56,0.5,0.65,0.35
kmess.csv,0.61,0.61,0.49,0.59,0.57,0.59,0.58,0.58,0.54,0.66,0.45,0.5,0.6,0.97,0.46,0.49,0.55,0.58,0.68,0.49
maya-work-in-progress.csv,0.46,0.51,0.39,0.43,0.4,0.41,0.33,0.36,0.36,0.52,0.33,0.35,0.34,0.35,0.37,0.35,0.36,0.4,0.33,0.35
mia.csv,0.99,0.85,0.98,0.92,0.75,0.87,0.89,0.99,0.99,0.75,0.93,0.93,0.67,0.96,0.9,0.88,0.86,0.83,0.86,0.92
mp-rechnungs-und-kundenverwaltung.csv,0.85,0.52,0.55,0.72,0.8,0.75,0.59,0.62,0.97,0.62,0.6,0.64,0.63,0.67,0.48,0.92,0.62,0.71,0.91,0.57
novembre.csv,0.74,0.62,0.75,0.81,0.56,0.91,0.71,0.68,0.73,0.8,0.75,0.82,0.9,0.66,0.58,0.62,0.85,0.58,0.88,0.71
ns-3.csv,0.44,0.51,0.47,0.67,0.44,0.5,0.39,0.43,0.46,0.63,0.67,0.5,0.37,0.51,0.37,0.47,0.52,0.47,0.55,0.57
nullc.csv,0.54,0.56,0.45,0.55,0.45,0.43,0.37,0.42,0.4,0.52,0.61,0.44,0.39,0.39,0.43,0.48,0.54,0.48,0.45,0.38
open-beos.csv,0.4,0.51,0.52,0.66,0.44,0.52,0.37,0.55,0.59,0.77,0.45,0.51,0.45,0.48,0.43,0.52,0.58,0.44,0.7,0.53
pixel-commandos.csv,0.97,0.58,0.98,0.77,0.83,0.8,0.75,0.94,0.92,0.5,0.9,0.67,0.86,0.86,0.94,0.76,0.75,0.86,0.91,0.8
plee-the-bear.csv,0.81,1.0,0.96,0.75,0.75,0.61,0.74,0.72,0.6,0.63,0.47,0.5,0.71,0.41,0.89,0.77,0.57,0.58,0.61,0.49
reaper-ecad.csv,0.81,0.97,0.7,0.95,0.71,0.6,0.61,0.85,0.81,0.68,0.79,0.75,0.96,0.8,0.72,0.64,0.85,0.78,0.9,0.66
unladen-swallow.csv,0.97,1.0,0.62,0.8,0.83,0.66,0.67,0.78,0.59,0.54,0.86,0.49,0.64,0.56,0.96,0.71,0.62,0.71,0.57,0.62
xmoto.csv,0.42,0.44,0.59,0.58,0.58,0.56,0.43,0.43,0.47,0.83,0.34,0.51,0.35,0.36,0.4,0.45,0.53,0.54,0.47,0.42
zxing.csv,0.38,0.55,0.47,0.51,0.45,0.47,0.41,0.54,0.48,0.51,0.37,0.42,0.59,0.49,0.4,0.38,0.39,0.5,0.57,0.41
