,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,4.0,15.0,68.0,18.0,1.0,3.0,1.0,24.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
buddata-ebxml-registry.csv,104.0,3.0,58.0,80.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,44.0,1.0,0.0,0.0
cornerstone.csv,28.0,16.0,4.0,6.0,0.0,2.0,4.0,7.0,1.0,2.0,0.0,9.0,0.0,7.0,0.0,1.0,42.0,2.0,0.0,0.0
emeraldemu.csv,56.0,64.0,22.0,10.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
jahshakafx.csv,0.0,12.0,57.0,60.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,7.0,2.0,1.0,0.0
jaolt.csv,10.0,3.0,45.0,48.0,0.0,4.0,1.0,4.0,3.0,8.0,1.0,8.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0
kmess.csv,91.0,3.0,64.0,22.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0
maya-work-in-progress.csv,61.0,3.0,102.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0
mia.csv,55.0,3.0,11.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,3.0,12.0,24.0,12.0,0.0,0.0,0.0,17.0,1.0,3.0,0.0,5.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.0
novembre.csv,0.0,1.0,18.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
ns-3.csv,61.0,1.0,40.0,69.0,0.0,0.0,4.0,4.0,2.0,10.0,0.0,30.0,1.0,1.0,3.0,1.0,36.0,3.0,0.0,0.0
nullc.csv,66.0,3.0,58.0,80.0,0.0,0.0,6.0,5.0,8.0,0.0,1.0,8.0,2.0,0.0,3.0,1.0,38.0,1.0,0.0,0.0
open-beos.csv,3.0,8.0,8.0,11.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,2.0,5.0,0.0,8.0,0.0,0.0,0.0
pixel-commandos.csv,4.0,59.0,24.0,29.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,195.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0
plee-the-bear.csv,100.0,2.0,0.0,0.0,0.0,0.0,14.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0
reaper-ecad.csv,102.0,9.0,53.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,36.0,1.0,3.0,1.0,1.0,28.0,1.0,0.0,0.0
unladen-swallow.csv,11.0,0.0,46.0,6.0,1.0,1.0,2.0,6.0,5.0,0.0,1.0,34.0,3.0,0.0,1.0,1.0,94.0,0.0,0.0,0.0
xmoto.csv,7.0,1.0,65.0,10.0,0.0,1.0,0.0,13.0,0.0,2.0,0.0,6.0,0.0,5.0,4.0,1.0,12.0,0.0,0.0,0.0
zxing.csv,0.0,35.0,12.0,1.0,0.0,1.0,0.0,22.0,7.0,9.0,2.0,15.0,0.0,0.0,5.0,3.0,9.0,4.0,0.0,0.0
