,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.16,0.18,0.0,0.3,0.0,0.29,0.06,0.34,0.37,0.34,0.88,0.98,0.49,0.35,0.49,0.26,0.24,0.52,0.96,0.6
baadengine.csv,0.16,0.89,0.5,0.71,0.28,0.35,1.0,0.79,1.0,0.45,0.71,0.96,0.93,0.85,0.37,0.96,0.45,0.6,1.0,1.0
bibedt.csv,0.01,0.74,1.0,0.54,0.24,0.6,0.51,0.33,0.59,0.0,0.4,0.48,0.22,0.12,0.03,0.18,0.24,0.42,0.26,0.0
cascading.csv,0.58,0.55,1.0,0.42,0.66,0.52,0.57,0.61,0.67,0.23,0.4,0.75,0.51,0.54,0.44,0.72,0.42,0.44,0.15,0.0
dataobjectsdotnet.csv,0.7,0.92,1.0,0.35,0.28,0.06,0.46,0.48,0.18,0.98,0.64,0.25,0.59,0.15,0.66,0.57,0.3,0.37,0.7,0.0
gnome-jabber.csv,0.18,0.62,0.75,0.7,0.66,0.32,0.53,0.63,0.42,0.94,0.54,0.83,0.68,0.46,0.42,0.55,0.58,0.58,0.63,0.2
gogoego.csv,0.1,0.26,1.0,0.31,0.28,0.6,0.34,0.29,0.46,0.49,0.3,0.29,0.44,0.12,0.45,0.63,0.7,0.33,0.07,0.4
httpcontentparser.csv,0.36,0.51,0.5,0.35,0.52,0.11,0.0,0.46,0.81,0.02,0.18,0.71,0.39,0.35,0.75,0.41,0.55,0.4,0.24,0.0
impala.csv,0.03,0.55,0.0,0.5,0.72,0.52,0.29,0.61,0.51,0.32,0.74,0.29,0.29,0.35,0.01,0.26,0.24,0.16,0.2,0.6
jaxlib.csv,0.16,0.34,0.5,0.59,0.66,0.48,0.15,0.55,0.11,0.74,0.46,0.06,0.22,0.23,0.12,0.39,0.36,0.25,0.24,0.0
jgameai.csv,0.97,0.49,0.25,0.24,0.14,0.35,0.04,0.3,0.3,0.28,0.51,0.62,0.46,0.65,0.07,0.34,0.15,0.18,0.89,0.6
jhotdraw.csv,0.72,0.54,0.75,0.62,0.93,0.76,0.0,0.92,0.16,0.64,0.36,0.5,0.44,0.38,0.5,0.44,0.7,0.66,0.22,0.0
loki-lib.csv,0.05,0.35,1.0,0.85,0.28,0.33,0.91,0.54,0.58,0.62,0.33,0.6,0.59,0.62,0.22,0.41,0.21,0.64,0.26,1.0
patterntesting.csv,1.0,0.95,1.0,0.99,0.83,0.97,0.97,0.97,0.86,0.21,0.97,0.96,0.8,0.85,0.97,0.77,0.94,0.88,0.8,0.8
pokeglobal.csv,0.94,0.85,1.0,0.2,0.24,0.41,1.0,0.37,0.88,0.6,0.75,0.67,1.0,0.77,0.79,0.66,0.24,0.58,0.61,0.0
snakeyaml.csv,0.36,0.23,0.25,0.34,0.17,0.29,0.21,0.22,0.5,0.09,0.36,0.56,0.1,0.08,0.21,0.3,0.24,0.23,0.07,0.0
unflobtactical.csv,0.58,0.6,1.0,0.73,0.52,0.9,0.09,0.68,0.75,0.38,0.55,0.5,0.37,0.27,0.36,0.56,0.42,0.31,0.24,0.4
werx.csv,0.99,0.86,0.0,1.0,0.97,0.98,1.0,0.93,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,1.0
zealos.csv,0.09,0.11,0.25,0.15,0.0,0.16,0.34,0.25,0.16,0.06,0.07,0.23,0.1,0.0,0.02,0.02,0.15,0.08,0.11,0.0
