,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.32,0.1,0.28,0.22,0.59,0.45,0.25,0.26,1.0,0.32,0.31,0.09,0.26
badtrinity-zero.csv,0.44,0.33,1.0,0.72,0.16,0.49,0.44,0.77,0.37,0.33,0.69,0.19,0.19
betoffice.csv,0.41,0.38,0.37,0.59,0.99,0.28,0.33,0.2,0.39,0.09,0.65,0.1,0.2
exordium.csv,0.36,0.0,0.24,0.3,0.45,0.36,1.0,0.6,0.33,0.19,0.27,0.18,0.29
fltk.csv,0.3,0.18,0.49,0.94,0.11,0.49,0.55,0.76,0.28,0.25,0.55,0.33,0.24
gabel.csv,0.0,0.0,0.0,0.04,0.0,0.21,0.0,0.0,0.0,1.0,0.01,0.0,0.29
genoviz.csv,0.23,0.1,0.33,0.31,0.04,0.47,0.43,0.35,0.13,0.12,0.15,0.14,1.0
irrlicht.csv,0.49,0.44,0.65,0.73,0.7,0.39,0.43,0.89,0.32,0.16,1.0,0.16,0.26
nug.csv,1.0,0.41,0.48,0.55,0.61,0.37,0.45,0.59,0.39,0.16,0.72,0.18,0.21
rezilla.csv,0.44,1.0,0.65,0.64,0.6,0.45,0.41,0.9,0.45,0.15,0.73,0.12,0.19
toped.csv,0.47,0.46,0.62,0.71,0.57,0.24,0.43,1.0,0.06,0.15,0.84,0.15,0.2
xmemcached.csv,0.38,0.22,0.43,0.52,0.32,1.0,0.36,0.65,0.39,0.26,0.42,0.18,0.3
zoolib.csv,0.0,0.0,0.18,0.44,0.08,0.53,0.36,0.35,0.23,0.17,0.28,0.88,0.75
