,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.33,0.06,0.23,0.18,0.6,0.59,0.19,0.19,1.0,0.83,0.23,0.26,0.75
badtrinity-zero.csv,0.54,0.36,1.0,0.66,0.13,0.6,0.66,0.62,0.49,0.9,0.59,0.65,0.57
betoffice.csv,0.49,0.42,0.35,0.56,1.0,0.41,0.45,0.14,0.47,0.38,0.55,0.26,0.58
exordium.csv,0.28,0.0,0.18,0.23,0.42,0.52,1.0,0.48,0.36,0.61,0.19,0.19,0.74
fltk.csv,0.28,0.19,0.43,0.92,0.09,0.65,0.73,0.65,0.39,0.82,0.45,0.56,0.69
gabel.csv,0.0,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.0,1.0,0.01,0.0,0.24
genoviz.csv,0.21,0.06,0.24,0.23,0.02,0.35,0.37,0.26,0.1,0.15,0.11,0.12,1.0
irrlicht.csv,0.13,0.2,0.21,0.09,0.52,0.57,0.33,0.0,0.42,0.38,1.0,0.21,0.72
nug.csv,1.0,0.36,0.48,0.51,0.56,0.37,0.67,0.43,0.47,0.27,0.57,0.64,0.49
rezilla.csv,0.29,1.0,0.41,0.56,0.39,0.53,0.59,0.37,0.5,0.41,0.58,0.46,0.09
toped.csv,0.37,0.2,0.47,0.24,0.58,0.36,0.38,1.0,0.09,0.09,0.24,0.26,0.44
xmemcached.csv,0.34,0.19,0.43,0.45,0.28,1.0,0.46,0.51,0.52,0.8,0.32,0.58,0.83
zoolib.csv,0.0,0.0,0.13,0.34,0.05,0.44,0.37,0.26,0.23,0.29,0.2,0.87,0.65
