,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.29,0.05,0.2,0.15,0.64,0.57,0.16,0.16,1.0,0.88,0.2,0.23,1.0
badtrinity-zero.csv,0.71,0.32,1.0,0.83,0.11,0.57,0.79,0.69,0.6,1.0,0.6,0.77,0.8
betoffice.csv,0.47,0.63,0.32,0.59,1.0,0.39,0.42,0.12,0.44,0.38,0.54,0.23,0.6
exordium.csv,0.24,0.0,0.15,0.19,0.38,0.52,1.0,0.45,0.32,0.62,0.16,0.16,0.8
fltk.csv,0.24,0.16,0.39,0.91,0.07,0.65,0.74,0.65,0.44,1.0,0.41,0.52,0.8
gabel.csv,0.0,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,1.0,0.01,0.0,0.2
genoviz.csv,0.18,0.05,0.2,0.19,0.02,0.3,0.32,0.22,0.08,0.12,0.09,0.1,1.0
irrlicht.csv,1.0,0.84,0.96,0.99,0.98,0.61,1.0,0.94,0.4,1.0,1.0,0.97,0.8
nug.csv,1.0,0.74,0.49,0.49,0.76,0.78,0.74,0.47,0.68,1.0,0.66,0.77,1.0
rezilla.csv,0.82,1.0,0.91,0.72,0.8,0.96,0.79,0.94,0.84,0.88,0.68,0.48,1.0
toped.csv,0.88,0.89,0.84,0.95,0.58,0.35,1.0,1.0,0.08,1.0,0.93,0.87,0.4
xmemcached.csv,0.29,0.16,0.41,0.41,0.24,1.0,0.42,0.53,0.52,0.88,0.28,0.87,1.0
zoolib.csv,0.0,0.0,0.11,0.29,0.04,0.39,0.32,0.22,0.2,0.25,0.17,0.84,0.6
