,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.64,0.0,0.74,0.83,0.4,0.6,0.8,0.9,0.72,0.39,0.7,0.47,0.36
badtrinity-zero.csv,0.37,0.71,0.54,0.44,0.83,0.53,0.43,0.35,0.46,0.61,0.47,0.61,0.32
betoffice.csv,0.64,0.42,0.69,0.58,0.59,0.52,0.72,0.89,0.77,0.66,0.62,0.71,0.52
exordium.csv,0.8,0.0,0.95,0.97,0.77,0.7,0.74,0.5,0.83,0.73,0.97,0.96,0.39
fltk.csv,0.9,0.93,0.65,0.54,0.89,0.5,0.56,0.42,0.53,0.51,0.71,0.98,0.34
gabel.csv,0.0,0.0,0.0,0.67,0.0,0.83,0.0,0.0,0.89,0.88,0.0,0.0,0.5
genoviz.csv,0.78,0.0,0.89,0.96,0.67,0.86,0.78,0.82,0.8,0.89,0.95,0.92,0.8
irrlicht.csv,0.38,0.35,0.45,0.41,0.4,0.49,0.43,0.33,0.57,0.43,0.5,0.48,0.46
nug.csv,0.76,0.41,0.67,0.69,0.45,0.45,0.65,0.53,0.52,0.45,0.64,0.73,0.35
rezilla.csv,0.34,0.68,0.43,0.4,0.37,0.35,0.44,0.29,0.4,0.41,0.42,0.45,0.31
toped.csv,0.43,0.38,0.44,0.44,0.52,0.57,0.43,0.33,0.71,0.47,0.47,0.51,0.67
xmemcached.csv,0.89,0.88,0.68,0.57,0.58,0.65,0.68,0.47,0.52,0.5,0.77,0.58,0.36
zoolib.csv,0.0,0.0,0.95,0.93,0.88,0.91,0.71,0.83,0.94,0.93,0.98,0.96,0.67
