,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.75,0.95,0.83,0.89,0.64,0.55,0.84,0.87,0.0,0.34,0.84,0.85,0.62
badtrinity-zero.csv,0.78,0.74,0.0,0.66,0.93,0.51,0.64,0.64,0.81,0.36,0.61,0.63,0.76
betoffice.csv,0.66,0.9,0.78,0.66,0.02,0.8,0.69,0.94,0.66,0.86,0.62,0.84,0.63
exordium.csv,0.77,1.0,0.85,0.82,0.7,0.69,0.0,0.64,0.73,0.57,0.85,0.84,0.47
fltk.csv,0.78,0.89,0.64,0.1,0.94,0.5,0.42,0.49,0.92,0.53,0.64,0.51,0.59
gabel.csv,1.0,1.0,1.0,0.98,1.0,0.87,1.0,1.0,1.01,0.0,0.99,1.0,0.8
genoviz.csv,0.84,0.95,0.8,0.81,0.98,0.7,0.69,0.78,0.92,0.88,0.92,0.9,0.0
irrlicht.csv,0.97,0.96,0.95,0.98,0.82,0.67,0.91,1.0,0.76,0.89,0.0,0.95,0.53
nug.csv,0.0,0.91,0.74,0.63,0.77,0.9,0.58,0.85,0.86,0.93,0.71,0.66,0.84
rezilla.csv,0.93,0.0,0.87,0.75,0.89,0.81,0.74,0.89,0.83,0.88,0.7,0.79,0.98
toped.csv,0.9,0.96,0.85,0.94,0.61,0.86,0.89,0.0,1.11,0.98,0.94,0.94,0.67
xmemcached.csv,0.71,0.85,0.76,0.63,0.81,0.0,0.65,0.73,0.69,0.44,0.75,0.76,0.51
zoolib.csv,1.0,1.0,0.89,0.71,0.96,0.61,0.7,0.79,0.83,0.76,0.86,0.16,0.4
