,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.45,0.4,0.65,0.51,0.77,0.41,0.64,0.66,0.42,0.53
ivatamasks.csv,0.34,0.45,0.31,0.38,0.41,0.48,0.38,0.43,0.41,0.4
orc.csv,0.8,0.44,0.63,0.6,0.94,0.36,0.68,0.71,0.82,0.53
plato.csv,0.34,0.4,0.31,0.5,0.46,0.54,0.42,0.65,0.4,0.45
rodin-b-sharp.csv,0.82,0.58,0.95,0.86,0.94,0.5,0.68,0.59,0.66,0.58
umber.csv,0.56,0.39,0.29,0.4,0.47,0.43,0.4,0.46,0.56,0.41
unicase.csv,0.47,0.41,0.32,0.43,0.67,0.43,0.42,0.47,0.43,0.45
uwom.csv,0.58,0.48,0.56,0.86,0.4,0.61,0.55,0.76,0.67,0.62
vienna-add-in.csv,0.53,0.58,0.39,0.54,0.58,0.71,0.69,0.48,0.72,0.8
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.42,0.39,0.43
