,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.75,0.05,0.9,0.94,0.79,0.97
mcmc-jags.csv,0.62,0.92,0.71,0.07,0.63,0.64
olap-navigator.csv,0.02,0.64,0.54,0.51,0.51,0.67
pidgin.csv,0.74,0.67,0.62,0.85,0.02,0.82
salasaga.csv,0.94,0.94,0.75,1.0,0.93,0.0
sepgsql.csv,0.93,0.69,0.22,0.72,0.72,1.0
