,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.0,0.0,70.0,3.0,5.0,60.0
mcmc-jags.csv,0.0,4.0,7.0,0.0,0.0,9.0
olap-navigator.csv,0.0,0.0,18.0,0.0,0.0,23.0
pidgin.csv,0.0,2.0,70.0,1.0,0.0,35.0
salasaga.csv,0.0,0.0,88.0,0.0,2.0,0.0
sepgsql.csv,1.0,0.0,0.0,2.0,1.0,184.0
