,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.37,0.0,0.45,0.12,0.16,0.94
mcmc-jags.csv,0.33,0.7,0.24,0.0,0.22,0.21
olap-navigator.csv,0.0,0.6,0.53,0.38,0.28,0.59
pidgin.csv,0.15,0.57,0.57,0.29,0.02,0.8
salasaga.csv,0.93,0.93,0.68,1.0,0.89,0.0
sepgsql.csv,0.44,0.27,0.0,0.26,0.36,0.0
