,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.34,0.95,0.22,0.07,0.23,0.75
mcmc-jags.csv,0.48,0.41,0.33,0.93,0.41,0.39
olap-navigator.csv,0.98,0.77,0.89,0.67,0.58,0.68
pidgin.csv,0.28,0.64,0.74,0.2,0.99,0.86
salasaga.csv,0.85,0.86,0.67,1.0,0.73,1.0
sepgsql.csv,0.18,0.36,0.78,0.33,0.37,0.0
