,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,2,1,2,2,1,mclient-mume.csv
44,3,1,5,10,9,jahshaka.csv
43,4,3,4,11,12,beast-mcmc.csv
50,5,2,7,13,13,sblim.csv
19,6,1,8,19,19,icescrum.csv
15,7,1,5,9,11,e-bio-flow.csv
24,8,1,5,6,7,geotools.csv
22,10,1,1,1,0,atunes.csv
14,11,2,2,5,5,columba.csv
49,13,3,3,9,9,h2database.csv
51,14,1,1,1,4,mplayer-ce.csv
17,16,1,14,18,17,rocrail.csv
21,17,1,3,3,2,kmatplot.csv
12,18,1,6,11,11,owlapi.csv
52,22,1,1,1,1,bacula.csv
42,23,1,6,14,12,jaxen.csv
41,24,1,4,7,8,les-indemodables.csv
53,25,1,2,7,9,vxl.csv
23,26,1,7,19,19,guineu.csv
13,27,1,8,14,14,netatalk.csv
20,28,3,7,11,15,ftm.csv
16,29,3,8,11,16,botsnscouts.csv
33,30,1,7,16,17,qtractor.csv
29,31,1,4,6,5,lockss.csv
4,32,1,1,1,1,raygina.csv
11,33,2,9,14,14,amateur-scrolls.csv
10,34,7,7,9,15,arcallians.csv
5,35,1,10,20,19,jcae.csv
28,36,1,4,9,11,dynalloy.csv
34,37,1,2,7,6,gogoego.csv
27,38,2,11,18,17,linuxsh.csv
35,39,2,6,18,19,vapor.csv
46,40,1,2,2,2,ns-3-dev-def-routing.csv
39,41,4,4,4,5,sigil.csv
26,43,2,7,16,13,lite.csv
25,44,1,3,8,8,powerfolder-.csv
18,45,2,3,6,6,tzod.csv
38,46,1,5,6,5,graphmak.csv
47,47,10,5,13,19,mptvseries.csv
40,48,1,4,13,12,retromenu.csv
45,49,1,1,1,1,ambulant.csv
2,50,2,5,9,10,miranda-icq.csv
7,51,1,5,9,8,unimrcp.csv
36,52,2,4,9,9,psrchive.csv
32,53,1,8,11,14,taverna.csv
31,54,1,7,14,13,irplus.csv
37,55,1,2,2,1,silvertree.csv
6,56,1,5,13,14,rtrt-on-gpu.csv
3,57,2,9,12,14,proftp.csv
8,58,3,5,6,11,xbrlapi.csv
1,59,1,9,18,16,bionote.csv
9,60,1,8,17,18,nassp.csv
0,61,2,3,6,7,gmerlin.csv
30,62,1,6,18,19,tokratan.csv
