,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.28,0.49,0.35,1.0,0.29,0.77
extprosys.csv,0.28,0.41,0.73,0.0,0.75,0.4
fluidium.csv,0.01,0.0,0.0,0.34,0.06,0.0
haphazard.csv,0.33,0.82,0.49,0.34,0.25,0.43
qcad2.csv,0.07,0.18,0.31,0.34,0.6,0.14
silvertree.csv,0.6,0.51,0.76,1.0,0.98,0.23
