,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.36,0.83,0.47,0.42,0.12,0.45
extprosys.csv,0.44,0.82,0.3,0.0,0.13,0.46
fluidium.csv,0.33,0.0,0.0,0.58,0.0,0.0
haphazard.csv,0.35,0.68,0.27,0.44,0.35,0.44
qcad2.csv,0.41,0.81,0.54,0.55,0.21,0.72
silvertree.csv,0.24,0.78,0.35,0.42,0.19,0.69
