,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.74,0.92,0.44,0.59,0.43,0.7,0.8,0.46,0.48,0.6
fritzing.csv,0.48,0.56,0.45,0.53,0.37,0.45,0.75,0.73,0.48,0.57
jlinalg.csv,0.49,0.67,0.62,0.44,0.65,0.49,0.4,0.39,0.7,0.58
knowledge.csv,0.42,0.39,0.46,0.37,0.43,0.49,0.8,0.49,0.48,0.43
massiv.csv,0.83,0.95,0.63,0.0,0.0,0.95,0.0,0.57,0.0,0.0
multitude.csv,0.54,0.54,0.43,0.36,0.37,0.42,0.4,0.34,0.49,0.43
playerstage.csv,0.63,0.56,0.43,0.52,0.4,0.64,0.75,0.74,0.56,0.62
quarkplusplus.csv,0.54,0.63,0.47,0.68,0.43,0.81,0.88,0.4,0.56,0.49
rtrt-on-gpu.csv,0.88,0.51,0.97,0.61,0.88,0.69,0.87,0.83,0.9,0.76
superwaba.csv,0.47,0.43,0.42,0.54,0.3,0.5,0.75,0.36,0.46,0.55
