,f1,g,recall,precision,pf,wins
aufs.csv,0.48,0.44,0.51,0.68,0.33,7
calcubetimer.csv,0.43,0.33,0.53,0.61,0.48,1
chaosrts.csv,0.56,0.48,0.62,0.59,0.48,6
emono.csv,0.75,0.34,0.78,0.67,0.84,3
freelords.csv,0.68,0.56,0.78,0.66,0.67,12
jmonkeyengine.csv,0.56,0.34,0.6,0.64,0.41,5
jython.csv,0.51,0.39,0.41,0.71,0.22,9
mclient-mume.csv,0.33,0.32,0.3,0.67,0.16,2
papertoolkit.csv,0.33,0.25,0.21,0.71,0.15,0
primefaces.csv,0.57,0.4,0.74,0.69,0.6,8
st-filteredstatistics.csv,0.72,0.37,0.93,0.6,0.89,4
toped.csv,0.72,0.49,0.78,0.65,0.81,10
triplea.csv,0.6,0.55,0.61,0.78,0.39,13
web-cat.csv,0.73,0.51,0.79,0.65,0.78,11
