,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.19,0.66,0.49,0.7,0.0,0.63,0.45,0.41,0.61,0.48,0.12,0.69,0.61,0.42,0.33
calcubetimer.csv,0.63,0.0,0.23,0.24,0.45,0.48,0.58,0.9,0.23,0.37,0.1,0.25,0.43,0.45,0.66
chaosrts.csv,0.41,0.56,0.2,0.69,0.38,0.48,0.73,0.64,0.72,0.77,0.12,0.46,0.87,0.57,0.47
emono.csv,0.76,0.3,0.51,0.75,0.38,0.44,0.75,0.94,0.79,0.81,0.05,0.67,0.88,0.56,0.75
freelords.csv,0.7,0.75,0.22,0.79,0.42,0.49,0.9,0.65,0.76,0.93,0.08,0.43,0.92,0.54,0.68
jmonkeyengine.csv,0.3,0.72,0.22,0.59,0.56,0.0,0.87,0.13,0.22,0.93,0.19,0.64,0.44,0.61,0.72
jython.csv,0.7,0.38,0.58,0.67,0.33,0.23,0.51,0.58,0.72,0.26,0.0,0.43,0.89,0.15,0.58
mclient-mume.csv,0.25,0.87,0.37,0.2,0.33,0.0,0.79,0.16,0.47,0.72,0.08,0.41,0.46,0.31,0.33
papertoolkit.csv,0.43,0.06,0.53,0.27,0.15,0.28,0.63,0.39,0.14,0.35,0.33,0.34,0.22,0.07,0.54
primefaces.csv,0.72,0.66,0.18,0.44,0.43,0.48,0.88,0.59,0.49,0.95,0.07,0.75,0.57,0.51,0.79
st-filteredstatistics.csv,0.7,0.69,0.23,0.84,0.39,0.48,0.88,0.85,0.86,0.96,0.08,0.72,0.92,0.53,0.79
toped.csv,0.78,0.47,0.21,0.58,0.41,0.4,0.87,0.96,0.81,0.76,0.08,0.72,0.91,0.55,0.74
triplea.csv,0.69,0.68,0.49,0.59,0.51,0.5,0.67,0.82,0.84,0.56,0.13,0.42,0.82,0.6,0.6
web-cat.csv,0.74,0.7,0.14,0.61,0.43,0.48,0.82,0.78,0.76,0.94,0.1,0.73,0.93,0.71,0.79
