,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.76,0.77,0.09,0.98,0.67
k3b.csv,0.58,0.78,0.63,1.0,0.39
myfaces.csv,0.83,0.91,0.88,0.6,1.0
robocode.csv,0.35,0.89,0.62,1.0,0.51
zildo.csv,0.87,0.27,0.47,0.93,0.91
