,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.35,0.65,0.94,0.04,0.7
k3b.csv,0.57,0.66,0.51,0.0,0.87
myfaces.csv,0.61,0.69,0.6,0.51,0.83
robocode.csv,0.73,0.66,0.59,0.0,0.69
zildo.csv,0.23,0.81,0.66,0.24,0.18
