,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.3,0.57,0.94,0.02,0.6
k3b.csv,0.6,0.56,0.43,0.0,0.83
myfaces.csv,0.49,0.33,0.43,0.45,0.0
robocode.csv,0.72,0.37,0.57,0.0,0.61
zildo.csv,0.16,0.82,0.61,0.27,0.12
