,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.55,0.53,0.94,0.5,0.74
k3b.csv,0.54,0.53,0.77,0.0,0.85
myfaces.csv,0.47,0.52,0.51,0.73,0.71
robocode.csv,0.76,0.51,0.6,0.0,0.83
zildo.csv,1.0,0.8,0.77,0.14,0.67
