,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.18,0.75,0.07,0.0,0.58
k3b.csv,0.43,0.77,0.14,0.0,0.38
myfaces.csv,0.82,0.91,0.84,0.02,1.0
robocode.csv,0.18,0.89,0.45,0.0,0.29
zildo.csv,0.0,0.2,0.2,0.93,0.12
