,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.91,0.43,0.46,0.5,0.47
k3b.csv,0.35,0.35,0.69,0.0,0.43
myfaces.csv,0.4,0.36,0.29,0.96,0.39
robocode.csv,0.57,0.38,0.5,0.0,0.44
zildo.csv,0.67,0.4,0.49,0.44,0.89
