,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,1.0,3.0,22.0,0.0,5.0,2.0,0.0,27.0,0.0,7.0,0.0,0.0,3.0,1.0
elateportal.csv,3.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,13.0,3.0,0.0,2.0,0.0
gdis.csv,0.0,4.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,2.0,1.0
gzigzag.csv,3.0,2.0,9.0,1.0,0.0,4.0,1.0,2.0,0.0,4.0,0.0,6.0,5.0,0.0
icescrum.csv,1.0,0.0,6.0,0.0,2.0,3.0,1.0,96.0,0.0,2.0,0.0,2.0,0.0,2.0
jguard.csv,1.0,2.0,7.0,2.0,2.0,8.0,0.0,4.0,0.0,7.0,0.0,4.0,1.0,3.0
jitterbit.csv,1.0,2.0,11.0,0.0,2.0,5.0,0.0,2.0,0.0,3.0,0.0,23.0,3.0,2.0
jython.csv,1.0,5.0,21.0,2.0,6.0,4.0,0.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0
personalaccess.csv,1.0,4.0,6.0,1.0,2.0,10.0,0.0,6.0,0.0,62.0,0.0,3.0,3.0,0.0
ppcboot.csv,1.0,4.0,24.0,2.0,2.0,4.0,0.0,3.0,0.0,14.0,0.0,0.0,10.0,3.0
repositorium.csv,169.0,1.0,6.0,54.0,0.0,3.0,0.0,5.0,2.0,6.0,4.0,0.0,7.0,1.0
unbvision.csv,1.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,6.0,0.0,8.0,2.0,0.0
wxstudio.csv,3.0,4.0,1.0,2.0,0.0,35.0,0.0,2.0,1.0,62.0,0.0,0.0,11.0,3.0
xbg.csv,0.0,0.0,3.0,0.0,1.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0
