,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.12,0.38,0.26,0.88,0.34,0.26,0.72,0.09,0.82,0.15,0.88,0.42,0.46,0.67
elateportal.csv,0.09,0.37,0.31,0.73,0.38,0.56,0.56,0.13,0.81,0.13,0.67,0.43,0.33,1.0
gdis.csv,0.5,0.35,0.25,0.78,0.34,0.28,0.67,0.13,0.84,0.13,0.98,0.35,0.5,0.67
gzigzag.csv,0.57,0.31,0.32,0.88,0.35,0.38,0.8,0.43,0.94,0.19,1.0,0.33,0.45,0.98
icescrum.csv,0.6,0.45,0.31,0.91,0.38,0.44,0.54,0.0,0.97,0.17,0.93,0.5,0.73,0.5
jguard.csv,0.12,0.24,0.27,0.81,0.52,0.31,0.55,0.14,0.88,0.16,0.85,0.51,0.38,0.89
jitterbit.csv,0.15,0.54,0.35,0.76,0.39,0.51,0.61,0.25,0.87,0.18,0.92,0.19,0.38,0.67
jython.csv,0.43,0.29,0.23,0.53,0.36,0.24,0.61,0.08,0.85,0.08,0.75,0.35,0.5,0.67
personalaccess.csv,0.09,0.36,0.3,0.88,0.35,0.31,0.47,0.1,0.92,0.0,0.82,0.47,0.5,1.0
ppcboot.csv,0.43,0.28,0.25,0.55,0.35,0.26,0.71,0.12,0.89,0.16,0.82,0.42,0.41,0.87
repositorium.csv,0.0,0.28,0.22,0.0,0.23,0.25,0.57,0.26,0.83,0.12,0.76,0.39,0.25,0.67
unbvision.csv,0.42,0.39,0.41,0.91,0.5,0.55,0.49,0.11,0.9,0.2,0.91,0.3,0.59,0.8
wxstudio.csv,0.03,0.14,0.26,0.38,0.33,0.07,0.43,0.12,0.83,0.0,0.71,0.72,0.25,0.88
xbg.csv,0.45,0.23,0.27,0.67,0.42,0.34,0.58,0.1,0.86,0.27,0.64,0.35,0.6,1.0
