,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.97,0.52,0.68,0.26,0.72,0.81,0.53,0.82,0.97,0.67,0.52,0.8,0.61,0.97
elateportal.csv,0.92,0.55,0.58,0.41,0.74,0.83,0.66,0.7,0.77,0.88,0.91,0.81,0.91,0.05
gdis.csv,0.42,0.57,0.77,0.38,0.73,0.73,0.63,0.67,0.68,0.72,0.21,0.83,0.51,0.97
gzigzag.csv,0.64,0.66,0.58,0.54,0.73,0.58,0.97,0.73,0.6,0.59,0.88,0.93,0.6,0.19
icescrum.csv,0.33,0.45,0.59,0.67,0.66,0.57,0.86,1.02,0.77,0.58,0.53,0.78,0.25,1.01
jguard.csv,1.0,0.88,0.66,0.58,0.45,0.63,0.81,0.62,0.55,0.68,0.77,0.59,0.78,0.84
jitterbit.csv,0.8,0.37,0.52,0.36,0.65,0.38,0.61,0.91,0.63,0.55,0.48,0.99,0.83,0.97
jython.csv,0.22,0.69,0.75,0.77,0.85,0.77,0.59,0.82,0.67,0.9,0.87,0.86,0.9,0.97
personalaccess.csv,0.94,0.67,0.59,0.54,0.72,0.62,0.79,0.79,0.42,1.0,0.86,0.83,0.51,0.91
ppcboot.csv,0.2,0.95,0.76,1.0,0.9,1.0,0.49,0.88,0.55,0.7,0.85,0.98,0.67,1.01
repositorium.csv,1.0,0.83,0.88,1.01,0.92,0.85,0.9,0.35,0.92,0.88,0.83,0.78,0.89,0.97
unbvision.csv,0.25,0.5,0.61,0.67,0.66,0.28,0.78,0.78,0.63,0.76,0.41,0.88,0.52,0.92
wxstudio.csv,1.2,0.93,0.74,1.06,0.74,1.05,0.94,0.69,0.72,1.01,0.95,0.36,0.87,1.0
xbg.csv,0.55,0.86,0.87,0.93,0.84,0.7,0.64,0.92,0.95,0.37,0.93,0.84,0.84,0.8
