,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.26,0.55,0.49,0.5,0.61,0.54,0.79,0.55,0.42,0.47,0.41,0.56,0.43,0.67
elateportal.csv,0.96,0.47,0.49,0.39,0.39,0.89,0.87,0.43,0.79,0.42,0.87,0.55,0.33,0.31
gdis.csv,0.96,0.58,0.47,0.37,0.63,0.46,0.86,0.55,0.52,0.61,0.36,0.58,0.5,0.67
gzigzag.csv,0.93,0.47,0.52,0.5,0.55,0.68,0.8,0.86,0.61,0.67,0.86,0.89,0.41,0.32
icescrum.csv,0.96,0.48,0.49,0.64,0.42,0.59,0.77,0.88,0.73,0.52,0.37,0.61,0.45,0.75
jguard.csv,0.26,0.38,0.43,0.44,0.6,0.46,0.54,0.45,0.41,0.45,0.34,0.45,0.31,0.33
jitterbit.csv,0.32,0.61,0.51,0.42,0.45,0.63,0.68,0.75,0.42,0.48,0.47,0.75,0.36,0.83
jython.csv,0.98,0.54,0.74,0.64,0.93,0.7,0.99,0.97,0.6,0.92,0.92,0.77,0.75,0.67
personalaccess.csv,0.24,0.57,0.43,0.56,0.37,0.55,0.42,0.52,0.36,0.0,0.91,0.6,0.38,0.75
ppcboot.csv,0.87,0.38,0.38,0.42,0.43,0.49,0.84,0.46,0.39,0.42,0.4,0.49,0.31,0.33
repositorium.csv,0.9,0.99,0.94,0.75,0.54,0.95,0.96,0.57,0.92,0.88,0.82,0.93,0.92,0.67
unbvision.csv,0.86,0.4,0.59,0.73,0.59,0.55,0.51,0.52,0.45,0.8,0.33,0.54,0.47,0.8
wxstudio.csv,0.26,0.55,0.79,0.59,0.51,0.75,0.59,0.54,0.57,0.86,0.57,0.44,0.62,0.31
xbg.csv,0.95,0.99,0.93,0.67,0.92,0.97,0.92,0.9,0.86,0.62,0.91,0.96,0.8,0.89
