,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.4,0.74,0.48,0.55,0.91,0.43,0.39,0.65,0.5,0.38,0.35,0.48,0.53,0.97,0.35,0.54,0.29
avisynth2.csv,0.89,0.0,0.8,0.88,0.0,0.98,0.83,0.5,0.0,0.96,0.67,0.88,0.79,0.0,0.5,0.92,0.8
bigdata.csv,0.88,0.75,0.41,0.83,0.8,0.73,0.5,0.67,0.38,0.86,0.34,0.48,0.71,0.92,0.97,0.79,0.29
dsworkbench.csv,0.51,0.97,0.56,0.93,0.92,0.61,0.81,0.68,0.7,0.64,0.71,0.63,0.75,0.98,0.97,0.77,0.36
foursquared.csv,0.75,0.75,0.86,0.52,0.42,0.99,0.71,0.67,0.88,0.82,0.8,0.97,0.75,0.92,0.96,0.85,0.5
geotools.csv,0.4,0.47,0.34,0.36,0.39,0.4,0.86,0.62,0.35,0.44,0.35,0.47,0.36,0.44,0.96,0.54,0.28
gephex.csv,0.38,0.51,0.47,0.38,0.79,0.47,0.49,0.6,0.42,0.42,0.51,0.62,0.51,0.41,0.35,0.47,0.33
jgossipforum.csv,0.5,0.52,0.4,0.88,0.8,0.79,0.8,0.95,0.4,0.97,0.56,0.96,0.4,0.47,0.94,0.97,0.48
madman.csv,0.86,0.65,0.77,0.77,0.48,0.89,0.5,0.67,0.5,0.73,0.58,0.97,0.55,0.57,0.64,0.64,0.88
pokenetonline.csv,0.37,0.45,0.4,0.41,0.32,0.46,0.42,0.43,0.38,0.39,0.34,0.39,0.39,0.4,0.33,0.42,0.28
qmmp.csv,0.43,0.55,0.39,0.52,0.34,0.47,0.55,0.94,0.39,0.41,0.46,0.42,0.43,0.54,0.5,0.41,0.42
rcp-company-uibindings.csv,0.38,0.44,0.48,0.74,0.38,0.53,0.43,0.71,0.37,0.42,0.39,0.45,0.4,0.41,0.94,0.43,0.6
simplewebservices.csv,0.36,0.48,0.55,0.36,0.34,0.45,0.41,0.41,0.47,0.43,0.46,0.43,0.38,0.41,0.44,0.54,0.35
t-2.csv,0.68,0.46,0.44,0.65,0.34,0.78,0.6,0.93,0.43,0.8,0.37,0.8,0.54,0.47,0.8,0.49,0.89
wsmt.csv,0.93,0.5,0.92,0.5,0.92,0.85,0.0,0.0,0.0,0.98,0.92,0.91,0.64,0.0,0.8,0.8,0.48
yarp0.csv,0.47,0.64,0.52,0.59,0.51,0.55,0.67,0.41,0.43,0.51,0.46,0.58,0.37,0.42,0.42,0.52,0.68
