,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,18.0,0.0,4.0,0.0,1.0,8.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,2.0
carabiner.csv,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0
elvishrayrenderer.csv,13.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,1.0
fleet-simulator.csv,13.0,0.0,0.0,2.0,0.0,8.0,3.0,2.0,0.0,0.0,11.0,3.0,1.0,1.0
gmerlin.csv,187.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,12.0
gnome-jabber.csv,7.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,2.0,5.0,0.0,0.0,7.0
ipfilter.csv,8.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,11.0
irplus.csv,10.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0
mevenide.csv,1.0,73.0,1.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
moving-pictures.csv,7.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,12.0,0.0,0.0,0.0
opensim4opencog.csv,6.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
rockbox.csv,187.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,64.0,0.0,1.0,1.0,1.0
ta3d.csv,3.0,73.0,58.0,5.0,0.0,5.0,0.0,97.0,7.0,0.0,7.0,2.0,0.0,50.0
xcmetadataservicestoolkit.csv,18.0,0.0,4.0,6.0,0.0,8.0,3.0,5.0,0.0,0.0,6.0,3.0,0.0,2.0
