,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.57,0.72,0.54,0.96,0.92,0.73,0.41,0.75,0.72,0.67,1.0,0.66,0.88,0.79
carabiner.csv,0.39,0.54,0.71,0.92,0.92,0.82,0.42,0.78,0.8,0.59,0.79,0.49,0.59,0.89
elvishrayrenderer.csv,0.78,0.33,0.64,0.36,0.5,0.45,1.0,0.22,0.35,0.5,0.17,0.49,0.68,0.16
fleet-simulator.csv,1.0,0.64,0.96,0.88,0.8,0.82,1.0,0.81,0.96,1.0,0.52,0.97,0.82,0.84
gmerlin.csv,0.0,0.85,0.96,0.92,0.8,0.95,0.52,0.62,0.98,0.61,0.93,0.86,0.88,1.0
gnome-jabber.csv,0.65,0.85,0.89,0.72,0.7,0.36,0.61,0.72,0.7,0.76,0.86,0.46,0.79,0.79
ipfilter.csv,0.83,0.28,0.54,0.56,0.75,0.82,0.99,0.47,0.37,0.93,0.86,0.8,0.94,0.42
irplus.csv,0.52,0.44,0.61,0.6,0.35,0.23,0.27,0.62,0.31,0.61,0.38,0.49,0.59,0.74
mevenide.csv,0.09,0.0,0.11,0.0,0.25,0.14,0.03,0.09,0.11,0.2,0.72,0.23,0.24,0.11
moving-pictures.csv,0.17,0.49,0.61,0.56,0.75,0.18,0.41,0.28,0.31,0.57,0.34,0.51,0.44,0.74
opensim4opencog.csv,0.48,0.59,0.5,0.56,0.6,0.32,0.28,0.72,0.69,0.46,1.0,0.49,0.47,0.63
rockbox.csv,0.0,0.28,0.21,0.24,0.15,0.32,0.08,0.41,0.22,0.0,0.52,0.06,0.06,0.68
ta3d.csv,0.04,0.0,0.0,0.24,0.18,0.27,0.08,0.0,0.43,0.39,0.31,0.63,0.03,0.0
xcmetadataservicestoolkit.csv,0.52,0.1,0.21,0.4,0.8,0.41,0.87,0.75,0.69,0.59,0.79,1.0,0.76,0.16
