,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,0.93,1.0,1.0,0.92,0.73,0.79,0.63,1.0,0.92,0.9,0.9,0.87
emono.csv,0.72,0.61,0.7,0.66,0.69,0.68,0.55,0.7,0.5,0.72,0.51,0.82,0.01
freedom-erp.csv,0.81,0.94,1.0,1.0,1.0,0.97,1.0,0.03,1.0,1.0,0.76,1.0,0.94
haggle.csv,0.95,0.83,0.68,0.63,0.0,0.95,0.84,0.96,0.81,0.74,0.88,0.98,0.91
jbpm.csv,1.0,0.04,1.0,0.83,0.96,0.91,1.0,0.87,1.0,0.82,1.0,0.97,0.99
jgossipforum.csv,0.94,1.0,1.01,0.95,0.93,0.98,0.99,1.0,0.2,1.0,1.0,1.0,0.99
joustsim.csv,0.99,0.93,0.78,0.77,0.66,0.87,0.84,0.99,0.6,0.0,0.77,0.9,0.89
log4net.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.83,0.91,0.68,1.0,0.91,0.92,0.98,0.98,0.8,1.0,0.0,0.97,0.99
mediate.csv,0.59,0.81,0.41,0.62,0.72,0.03,0.54,0.61,0.94,0.7,0.61,0.67,0.71
pustefix.csv,0.67,0.69,1.0,0.09,0.92,0.65,0.82,0.84,0.78,0.69,1.0,0.93,0.85
synecdoche.csv,0.76,0.76,0.45,0.7,0.84,0.84,0.71,0.67,0.35,0.69,0.58,0.0,0.79
tmva.csv,0.77,0.81,0.6,0.87,0.68,0.6,0.03,0.84,0.76,0.84,0.6,0.65,0.58
