,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.08,0.0,0.0,0.6,0.63,0.95,0.63,0.0,0.1,0.08,1.0,0.69
emono.csv,0.26,0.15,0.03,0.3,0.67,0.62,0.81,0.71,0.04,0.17,0.23,0.37,1.0
freedom-erp.csv,0.43,0.1,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.29,0.0,0.56
haggle.csv,0.08,0.18,0.06,0.32,1.0,0.4,0.65,0.67,0.05,0.3,0.33,0.12,1.0
jbpm.csv,0.0,0.98,0.0,0.44,1.0,0.38,0.0,0.72,0.0,0.33,0.0,0.25,0.5
jgossipforum.csv,0.12,0.0,0.0,0.11,0.46,0.2,1.0,0.0,1.0,0.0,0.0,0.0,1.0
joustsim.csv,0.05,0.11,0.02,0.3,0.69,0.83,0.66,0.12,0.12,1.0,0.18,0.38,0.52
log4net.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.23,0.14,0.05,0.0,0.88,0.75,0.67,0.33,0.5,0.0,1.0,1.0,1.0
mediate.csv,0.27,0.09,0.05,0.38,0.65,0.98,0.82,0.72,0.01,0.19,0.19,0.43,0.71
pustefix.csv,0.22,0.14,0.01,1.0,0.54,0.67,0.78,0.48,0.02,0.2,0.0,0.5,0.61
synecdoche.csv,0.31,0.12,0.05,0.33,0.61,0.58,0.74,0.61,0.06,0.2,0.22,1.0,0.6
tmva.csv,0.18,0.12,0.03,0.2,0.67,0.64,1.0,0.61,0.02,0.16,0.18,0.46,0.73
