,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0
chrysalis.csv,0.28,0.09,0.15,0.2,0.2,0.18,0.93
jahshaka.csv,0.43,1.0,0.15,0.54,0.2,0.49,0.11
jam-daq.csv,0.44,0.36,0.28,0.42,0.4,0.98,0.11
jatlas.csv,0.2,0.0,0.02,0.02,1.0,0.09,0.0
jedit.csv,0.95,0.73,0.55,0.71,0.2,0.69,0.63
open-media-library.csv,0.72,0.64,0.9,0.55,0.6,0.62,0.04
