,f1,g,recall,precision,pf,wins
adobe-source.csv,0.4,0.42000000000000004,0.395,0.435,0.165,3
atlc.csv,0.425,0.56,0.67,0.335,0.6399999999999999,2
ipfilter.csv,0.44,0.395,0.76,0.31,0.865,0
jmol.csv,0.48,0.535,0.965,0.375,0.72,5
pfaedit.csv,0.35,0.51,0.52,0.3,0.195,4
rockbox.csv,0.37,0.61,0.635,0.47,0.41000000000000003,7
snakeyaml.csv,0.445,0.515,0.51,0.425,0.22,8
theresa.csv,0.37,0.515,0.49,0.53,0.225,9
trinitycore.csv,0.27,0.355,0.37,0.42000000000000004,0.31,1
wxcode.csv,0.395,0.415,0.365,0.6,0.12,6
