,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.51,0.67,0.9,0.98,0.0,0.64,0.83,0.3,0.45,0.72,0.33,0.65,0.48,0.24,0.7,0.54,0.66,0.4,0.57,0.29
blogentis.csv,0.52,0.57,0.79,0.45,1.0,0.28,0.32,0.4,0.33,0.51,0.52,0.27,0.75,0.39,0.7,0.34,0.3,0.03,0.34,0.79
free-evolution.csv,0.44,1.0,0.54,0.69,0.09,0.38,0.77,0.4,0.73,0.89,0.64,0.51,0.94,0.69,0.57,0.51,0.8,0.32,0.48,0.41
gtad.csv,0.18,0.51,0.43,0.12,0.0,0.17,0.45,0.0,0.21,0.34,0.11,0.15,0.06,0.13,0.22,0.15,0.2,0.05,0.09,0.13
htmlunit.csv,0.51,0.81,0.45,0.41,0.0,0.45,0.48,0.0,0.27,0.62,0.28,0.26,0.31,0.47,0.3,0.32,0.43,0.06,0.22,0.24
ipfire-wall.csv,0.14,0.49,0.75,0.01,0.0,0.19,0.7,0.0,0.41,0.05,0.5,0.13,0.23,0.25,0.22,0.42,0.14,0.33,0.02,0.11
irplus.csv,0.52,0.61,0.36,0.68,0.0,0.3,0.32,0.4,0.18,0.3,0.33,0.31,0.35,0.41,0.51,0.34,0.36,0.3,0.34,0.33
jasperreports.csv,0.48,0.86,0.88,0.48,1.0,0.08,0.1,0.6,0.28,0.28,0.94,0.34,0.52,0.78,0.78,0.13,0.52,0.2,0.51,0.81
jaxlib.csv,0.15,0.04,0.02,0.72,0.0,0.41,0.59,0.0,0.35,0.74,0.41,0.41,0.04,0.47,0.41,0.17,0.43,0.78,0.23,0.33
jvcl.csv,0.54,0.23,0.29,0.2,0.0,0.19,0.75,0.0,0.83,0.28,0.22,0.78,0.54,0.18,0.27,0.91,0.2,0.85,0.23,0.08
kaffeine.csv,0.96,0.1,0.5,0.99,0.09,0.52,0.68,0.4,0.61,0.51,0.62,0.65,0.94,0.57,0.95,0.58,0.52,0.6,0.7,0.59
m-m-m.csv,0.49,0.47,0.58,0.81,0.55,0.77,0.91,0.2,0.71,0.95,0.92,0.97,0.75,0.81,0.54,0.92,0.45,0.92,0.61,0.5
myfaces.csv,0.66,0.61,0.94,0.5,0.0,0.35,0.81,0.3,0.59,0.13,0.3,0.17,0.62,0.13,0.24,0.52,0.75,0.31,0.09,0.21
nh3d.csv,1.0,0.44,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,0.75,1.0,1.0,0.7,1.0,0.99,1.0,1.0
poormans.csv,0.0,0.16,0.21,0.24,0.09,0.05,0.1,0.3,0.43,0.03,0.17,0.27,0.9,0.08,0.0,0.21,0.09,0.05,0.17,0.01
sarasvati.csv,0.3,0.13,0.33,0.46,0.0,0.28,0.39,0.2,0.35,0.28,0.42,0.37,0.35,0.4,0.32,0.31,0.45,0.31,0.07,0.09
smartgwt.csv,0.8,0.79,0.2,0.19,0.09,0.55,0.45,0.5,0.33,0.46,0.84,0.29,0.27,0.63,0.68,0.57,0.48,0.26,0.41,0.39
taokgame.csv,0.31,0.01,0.0,0.46,0.0,0.21,0.16,0.0,0.11,0.23,0.07,0.33,0.12,0.43,0.54,0.17,0.16,0.2,0.32,0.06
wgs-assembler.csv,0.24,0.5,0.46,0.85,0.0,0.48,0.51,0.0,0.24,0.93,0.08,0.33,0.6,0.63,0.7,0.2,0.36,0.05,0.33,0.41
