,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.5,0.74,0.25,1.0,0.57,0.91,0.92,0.37,0.6,1.0,0.47,0.75,0.5,0.67,0.78,0.85,0.8,0.52,0.82,0.45
blogentis.csv,0.5,0.51,0.75,0.31,0.82,0.36,0.67,0.37,0.0,1.0,0.54,0.42,0.5,0.67,0.44,0.54,0.44,0.04,0.44,0.67
free-evolution.csv,1.0,1.0,0.5,0.75,0.59,0.73,0.83,0.31,0.8,1.0,0.85,0.92,1.0,0.71,0.5,0.92,0.84,0.84,0.82,0.67
gtad.csv,1.0,0.69,0.25,0.25,0.14,0.45,0.62,0.06,0.1,1.0,0.34,0.4,0.5,0.19,0.5,0.62,0.4,0.47,0.26,0.24
htmlunit.csv,1.0,0.85,0.25,0.69,0.41,0.73,0.54,0.16,0.3,1.0,0.6,0.71,0.0,0.43,0.56,0.88,0.6,0.56,0.59,0.36
ipfire-wall.csv,0.5,0.54,1.0,0.0,0.29,0.09,0.67,0.18,0.2,0.0,0.45,0.25,0.5,0.33,0.78,0.92,0.32,0.46,0.0,0.09
irplus.csv,1.0,0.67,0.25,0.81,0.43,0.64,0.58,0.24,0.3,1.0,0.78,0.79,0.0,0.57,0.72,0.96,0.64,0.52,0.82,0.48
jasperreports.csv,0.5,0.87,0.75,0.69,0.88,0.09,0.25,0.94,0.4,1.0,0.98,0.52,1.0,0.9,0.94,0.96,0.44,0.7,0.68,0.7
jaxlib.csv,0.5,0.1,0.25,0.69,0.12,0.82,0.46,0.41,0.4,1.0,0.24,0.27,1.0,0.29,0.5,0.27,0.6,0.75,0.18,0.52
jvcl.csv,0.5,0.21,0.5,0.5,0.24,0.18,0.79,0.16,0.8,0.0,0.29,0.6,0.5,0.19,0.44,0.85,0.36,0.77,0.68,0.27
kaffeine.csv,1.0,0.13,0.25,1.0,0.84,0.73,0.79,0.53,0.2,1.0,0.84,0.85,1.0,0.81,1.0,0.96,0.72,0.99,0.94,0.7
m-m-m.csv,1.0,0.49,0.75,0.56,0.53,0.91,0.79,0.84,0.5,1.0,0.72,0.9,1.0,0.76,0.89,0.96,0.72,0.82,0.74,0.58
myfaces.csv,1.0,0.67,0.75,0.69,0.18,0.55,0.96,0.25,0.1,0.0,0.54,0.67,1.0,0.1,0.72,1.0,0.6,0.74,0.38,0.3
nh3d.csv,1.0,0.56,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
poormans.csv,0.0,0.21,0.0,0.25,0.14,0.36,0.33,0.22,0.2,1.0,0.55,0.69,1.0,0.29,0.0,0.92,0.16,0.4,0.74,0.0
sarasvati.csv,0.5,0.23,0.5,0.19,0.08,0.73,0.21,0.2,0.1,1.0,0.45,0.62,1.0,0.71,0.5,0.88,0.64,0.68,0.24,0.12
smartgwt.csv,1.0,0.82,0.25,0.44,0.65,0.36,0.5,0.45,0.2,1.0,0.75,0.56,0.5,0.67,0.83,0.54,0.28,0.75,0.59,0.58
taokgame.csv,0.5,0.0,0.0,0.44,0.06,0.18,0.29,0.1,1.0,0.0,0.03,0.33,0.0,0.33,0.78,0.27,0.2,0.1,0.62,0.21
wgs-assembler.csv,1.0,0.54,0.5,0.94,0.51,0.73,0.58,0.02,0.9,1.0,0.37,0.71,0.5,0.71,0.39,0.65,0.48,0.08,0.71,0.58
