,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.98,0.75,0.69,0.74,0.72,0.98,0.89,0.88,0.92,1.0,0.81
biopax.csv,1.0,0.98,1.0,1.0,1.0,1.0,0.97,1.0,0.83,1.0,1.0
crux-framework.csv,0.16,0.25,0.1,0.06,0.64,0.19,0.03,0.29,0.06,1.0,0.07
kml.csv,0.91,0.93,0.87,0.86,0.75,0.98,1.0,0.94,0.92,1.0,0.96
les-indemodables.csv,0.64,0.43,0.63,0.63,0.81,0.54,0.7,0.24,0.45,0.67,0.48
metacosm.csv,0.61,0.39,0.68,0.49,0.47,0.44,0.7,0.83,0.66,0.0,0.74
moviesandbox.csv,0.73,0.43,0.31,0.74,0.14,0.88,0.86,0.81,0.8,0.67,0.74
sigil.csv,0.84,0.52,0.52,0.71,0.03,0.87,0.7,0.12,0.35,0.0,0.78
unflobtactical.csv,0.95,0.55,0.67,0.71,0.06,0.92,1.0,0.85,0.79,1.0,0.63
xtreemfs.csv,0.98,1.0,0.81,0.91,0.94,0.98,1.0,0.88,0.77,1.0,0.85
yale.csv,0.41,0.41,0.47,0.66,0.92,0.54,0.43,0.28,0.46,0.0,0.33
