,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.63,0.35,0.63,0.68,0.62,0.03,0.72,0.58,0.55,0.8,0.65,0.66,0.62,0.53
bdbbasic.csv,0.47,0.39,0.58,0.52,0.69,0.54,0.74,0.67,0.11,0.71,0.63,0.65,0.71,0.42
echongl.csv,0.82,0.83,0.79,0.86,0.82,0.94,0.66,0.93,0.81,0.0,0.74,0.76,0.83,0.82
etherboot.csv,0.75,0.95,0.84,0.85,0.09,0.82,0.83,0.85,0.65,0.73,0.66,0.76,0.71,0.74
ffigo.csv,0.46,0.66,0.57,0.61,0.49,0.67,0.69,0.9,0.52,0.55,0.64,0.01,0.51,0.55
freebios.csv,0.8,0.77,0.8,0.84,0.68,0.76,0.04,0.96,0.82,0.75,0.65,0.69,0.83,0.71
gebr.csv,0.84,0.81,0.78,0.52,0.65,0.8,0.91,0.12,0.75,0.92,0.64,0.63,0.59,0.9
gnukeda.csv,0.72,0.62,0.52,0.1,0.73,0.53,0.76,0.58,0.46,0.7,0.54,0.49,0.59,0.86
gstreamer.csv,0.58,0.54,0.71,0.65,0.81,0.61,0.71,0.52,0.67,0.63,0.52,0.58,0.03,0.55
jnode.csv,0.97,0.86,0.12,1.0,0.96,1.0,0.98,0.96,0.95,1.0,1.0,1.0,0.98,1.0
metacosm.csv,0.54,0.47,0.55,0.65,0.73,0.49,0.86,0.71,0.64,0.65,0.56,0.69,0.7,0.04
openmeetings.csv,0.59,0.0,0.72,0.79,0.76,0.45,0.79,0.74,0.74,0.92,0.58,0.69,0.68,0.56
pgui.csv,0.79,0.85,0.67,0.81,0.75,0.91,0.78,0.79,0.8,0.77,0.06,0.8,0.83,0.78
wxcrp.csv,0.1,0.74,0.63,0.87,0.87,0.65,0.98,0.83,0.74,0.83,0.59,0.77,0.73,0.77
