,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.31,0.26,0.51,0.16,0.2,0.0,0.37,0.55,0.16,0.32,0.34,0.2,0.37,0.29
bdbbasic.csv,0.35,0.23,0.48,0.28,0.43,0.41,0.53,0.55,0.0,0.66,0.57,0.36,0.66,0.19
echongl.csv,0.72,0.13,0.48,0.78,0.74,0.88,0.33,0.13,0.8,0.0,0.13,0.75,0.43,0.26
etherboot.csv,0.37,0.26,0.21,0.09,0.0,0.31,0.16,0.61,0.31,0.18,0.3,0.52,0.24,0.23
ffigo.csv,0.24,0.6,0.48,0.28,0.38,0.65,0.27,0.89,0.2,0.24,0.58,0.0,0.26,0.26
freebios.csv,0.48,0.05,0.27,0.69,0.41,0.34,0.0,0.76,0.45,0.16,0.21,0.55,0.39,0.1
gebr.csv,0.83,0.81,0.65,0.34,0.54,0.8,0.75,0.03,0.73,0.92,0.63,0.52,0.56,0.9
gnukeda.csv,0.53,0.56,0.41,0.0,0.61,0.49,0.35,0.13,0.18,0.53,0.35,0.3,0.14,0.84
gstreamer.csv,0.43,0.29,0.43,0.28,0.44,0.55,0.31,0.24,0.59,0.47,0.43,0.43,0.01,0.48
jnode.csv,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.01,0.03
metacosm.csv,0.24,0.1,0.45,0.22,0.36,0.31,0.08,0.03,0.08,0.13,0.34,0.11,0.19,0.0
openmeetings.csv,0.09,0.0,0.2,0.0,0.23,0.29,0.14,0.0,0.02,0.61,0.22,0.11,0.08,0.29
pgui.csv,0.16,0.65,0.23,0.25,0.39,0.16,0.12,0.05,0.1,0.29,0.01,0.23,0.37,0.1
wxcrp.csv,0.03,0.61,0.58,0.03,0.11,0.18,0.0,0.0,0.02,0.18,0.2,0.09,0.08,0.68
