,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,6.0,13.0,54.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0
bdbbasic.csv,3.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
echongl.csv,0.0,15.0,1.0,2.0,10.0,5.0,1.0,3.0,9.0,0.0,1.0,2.0,3.0,0.0
etherboot.csv,9.0,21.0,35.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0
ffigo.csv,0.0,13.0,34.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
freebios.csv,27.0,5.0,31.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,3.0,2.0,1.0,3.0
gebr.csv,0.0,21.0,82.0,0.0,6.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0
gnukeda.csv,16.0,14.0,6.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0
gstreamer.csv,2.0,14.0,113.0,0.0,1.0,6.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0
jnode.csv,0.0,1.0,0.0,70.0,0.0,116.0,0.0,1.0,0.0,136.0,168.0,119.0,1.0,57.0
metacosm.csv,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
openmeetings.csv,1.0,0.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
pgui.csv,9.0,27.0,85.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,2.0
wxcrp.csv,0.0,38.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
