,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.57,0.54,0.47,0.89,0.67,0.67,0.61,0.44,0.71,0.68,0.65,0.59,0.57,0.42
bdbbasic.csv,0.43,0.52,0.37,0.39,0.44,0.32,0.53,0.55,0.65,0.32,0.45,0.47,0.41,0.39
echongl.csv,0.51,0.95,0.65,0.54,0.54,0.6,0.84,0.92,0.47,0.36,0.97,0.42,0.88,0.93
etherboot.csv,0.64,0.92,0.94,0.89,0.85,0.71,0.94,0.87,0.83,0.75,0.73,0.61,0.66,0.93
ffigo.csv,0.59,0.39,0.43,0.67,0.61,0.53,0.78,0.48,0.7,0.51,0.45,0.45,0.44,0.45
freebios.csv,0.66,0.92,0.76,0.62,0.6,0.62,0.64,0.83,0.86,0.84,0.84,0.59,0.86,0.91
gebr.csv,0.43,0.34,0.42,0.51,0.49,0.45,0.46,0.45,0.4,0.31,0.44,0.44,0.41,0.39
gnukeda.csv,0.52,0.43,0.55,0.6,0.52,0.4,0.65,0.6,0.6,0.47,0.49,0.46,0.52,0.44
gstreamer.csv,0.45,0.53,0.49,0.52,0.5,0.44,0.59,0.45,0.43,0.42,0.47,0.41,0.45,0.4
jnode.csv,0.0,0.75,0.93,0.0,0.67,0.0,0.0,0.83,0.0,0.0,0.75,0.0,0.75,0.0
metacosm.csv,0.53,0.81,0.51,0.55,0.6,0.56,0.91,0.62,0.73,0.59,0.45,0.69,0.59,0.54
openmeetings.csv,0.7,0.95,0.78,0.88,0.7,0.4,0.78,0.68,0.83,0.54,0.57,0.59,0.69,0.48
pgui.csv,0.95,0.48,0.87,0.76,0.66,0.82,0.94,0.83,0.89,0.67,0.73,0.86,0.88,0.89
wxcrp.csv,0.63,0.59,0.61,0.83,0.8,0.5,0.0,0.82,0.83,0.85,0.52,0.73,0.75,0.58
