,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.45,0.77,0.62,0.33,0.41,0.97,0.39,0.83,0.47,0.26,0.45,0.37,0.5,0.56
bdbbasic.csv,0.68,0.68,0.69,0.56,0.45,0.65,0.49,0.62,0.89,0.74,0.74,0.46,0.74,0.63
echongl.csv,0.61,0.18,0.38,0.64,0.64,0.65,0.43,0.08,0.84,1.0,0.28,0.89,0.29,0.22
etherboot.csv,0.35,0.09,0.19,0.15,0.91,0.24,0.18,0.41,0.42,0.29,0.4,0.45,0.33,0.3
ffigo.csv,0.61,0.73,0.69,0.46,0.68,0.84,0.37,0.95,0.53,0.51,0.74,0.99,0.56,0.52
freebios.csv,0.35,0.23,0.25,0.51,0.45,0.32,0.96,0.42,0.32,0.26,0.38,0.58,0.26,0.3
gebr.csv,0.87,0.91,0.56,0.62,0.64,0.95,0.47,0.89,0.84,0.93,0.89,0.64,0.81,0.96
gnukeda.csv,0.52,0.73,0.69,0.9,0.59,0.78,0.33,0.44,0.58,0.54,0.6,0.61,0.43,0.81
gstreamer.csv,0.61,0.55,0.44,0.41,0.32,0.73,0.37,0.54,0.68,0.59,0.7,0.62,0.97,0.74
jnode.csv,0.03,0.14,0.88,0.0,0.05,0.0,0.02,0.04,0.05,0.0,0.0,0.0,0.02,0.0
metacosm.csv,0.52,0.55,0.69,0.38,0.36,0.62,0.14,0.29,0.37,0.36,0.55,0.32,0.32,0.96
openmeetings.csv,0.42,1.0,0.31,0.21,0.27,0.65,0.22,0.26,0.26,0.31,0.47,0.32,0.32,0.52
pgui.csv,0.23,0.45,0.38,0.23,0.36,0.11,0.22,0.21,0.21,0.28,0.94,0.24,0.25,0.22
wxcrp.csv,0.9,0.59,0.75,0.13,0.14,0.38,0.02,0.17,0.26,0.19,0.45,0.24,0.27,0.63
