,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.38,0.11,0.05,0.33,0.07,0.16
fluent-nhibernate.csv,0.3,0.3,0.32,0.45,0.3,0.48
h2database.csv,0.31,0.4,0.18,0.61,0.23,0.36
jaql.csv,0.29,0.29,0.36,0.68,0.35,0.36
raven-monitoring.csv,0.2,0.16,0.68,0.44,0.49,0.18
v8.csv,0.06,0.27,0.51,0.43,0.9,0.23
