,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.06,0.06,0.0,0.1,0.0,0.25,0.15,0.06,0.16,0.34,0.92,0.12,0.33,0.14
codeblocks.csv,0.45,0.02,0.38,0.44,0.51,0.33,0.48,0.97,0.52,0.61,0.22,0.63,0.61,0.0
ctrlr.csv,0.17,0.09,0.0,0.0,0.02,0.0,0.12,0.05,0.0,0.12,0.28,0.96,0.0,0.16
dvt.csv,0.39,0.51,0.34,0.52,0.48,0.32,0.98,0.23,0.29,0.32,0.37,0.5,0.32,0.32
flylinkdc.csv,0.96,0.3,0.29,0.29,0.14,0.48,0.44,0.33,0.31,0.33,0.42,0.17,0.6,0.27
kowari.csv,0.04,0.09,0.26,0.0,0.26,0.25,0.2,0.25,0.0,0.22,0.17,0.12,0.88,0.21
ldview.csv,0.35,0.2,0.63,0.12,0.1,0.33,0.31,0.2,0.24,0.84,0.17,0.28,0.72,0.24
maidsafe-dht.csv,0.23,0.06,0.25,0.02,0.09,1.0,0.06,0.19,0.0,0.23,0.17,0.0,0.33,0.09
n2cms.csv,0.28,0.42,0.63,1.0,0.24,0.33,0.28,0.33,0.58,0.28,0.22,0.22,0.59,0.29
nuttx.csv,0.48,0.37,0.17,0.66,0.97,0.59,0.65,0.66,0.36,0.36,0.59,0.33,0.54,0.6
rtb-team.csv,0.43,0.42,0.24,0.42,0.14,0.33,0.42,0.29,1.0,0.38,0.43,0.0,0.64,0.24
super-tux.csv,0.05,0.51,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.61,0.95
vdsf.csv,0.09,0.09,0.87,0.05,0.13,0.13,0.37,0.0,0.0,0.0,0.0,0.0,0.17,0.0
xbrlapi.csv,0.1,1.0,0.51,0.45,0.55,0.09,0.35,0.28,0.3,0.12,0.36,0.28,0.33,0.19
