,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.05,0.05,0.0,0.08,0.0,0.21,0.12,0.05,0.13,0.29,0.9,0.1,0.29,0.12
codeblocks.csv,0.92,0.02,0.95,0.4,0.79,0.29,0.45,0.98,0.93,0.62,0.19,0.71,0.57,0.84
ctrlr.csv,0.14,0.07,0.0,0.0,0.02,0.0,0.1,0.04,0.0,0.1,0.24,0.95,0.0,0.13
dvt.csv,0.35,0.76,0.29,0.79,0.47,0.29,0.98,0.19,0.27,0.29,0.33,0.52,0.29,0.29
flylinkdc.csv,0.95,0.26,0.25,0.25,0.12,0.43,0.4,0.29,0.27,0.29,0.38,0.14,0.57,0.23
kowari.csv,0.03,0.07,0.22,0.0,0.22,0.21,0.17,0.22,0.0,0.19,0.14,0.1,0.86,0.18
ldview.csv,0.3,0.17,0.61,0.1,0.08,0.29,0.29,0.17,0.2,0.81,0.14,0.24,0.71,0.21
maidsafe-dht.csv,0.19,0.05,0.21,0.02,0.07,1.0,0.05,0.16,0.0,0.19,0.14,0.0,0.29,0.07
n2cms.csv,0.24,0.38,0.66,1.0,0.2,0.29,0.24,0.28,0.53,0.24,0.19,0.19,0.57,0.25
nuttx.csv,0.76,0.76,0.77,0.73,0.98,0.64,0.71,0.7,0.6,0.38,0.67,0.29,0.86,0.56
rtb-team.csv,0.38,0.38,0.2,0.38,0.12,0.29,0.38,0.25,1.0,0.33,0.38,0.0,0.71,0.2
super-tux.csv,1.0,0.83,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vdsf.csv,0.97,0.95,0.84,0.94,0.94,0.93,0.88,0.97,1.0,1.0,1.0,1.0,1.0,0.96
xbrlapi.csv,0.08,1.0,0.65,0.42,0.72,0.07,0.31,0.24,0.27,0.1,0.33,0.24,0.29,0.16
