,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.95,0.95,1.0,0.92,1.0,0.79,0.88,0.95,0.87,0.72,0.1,0.93,0.73,0.9
codeblocks.csv,0.85,0.98,0.89,0.69,0.82,0.77,0.63,0.05,0.81,0.58,0.89,0.63,0.46,1.01
ctrlr.csv,0.88,0.93,1.0,1.0,0.99,1.0,0.91,0.96,1.0,0.94,0.78,0.05,1.0,0.87
dvt.csv,0.68,0.81,0.72,0.81,0.7,0.81,0.02,0.81,0.94,0.83,0.73,0.75,0.86,0.82
flylinkdc.csv,0.05,0.77,0.78,0.77,0.89,0.6,0.64,0.72,0.78,0.74,0.65,0.89,0.48,0.8
kowari.csv,0.98,0.93,0.78,1.0,0.81,0.8,0.83,0.87,1.01,0.92,0.91,0.92,0.14,0.85
ldview.csv,0.71,0.83,0.49,0.91,0.95,0.73,0.92,0.84,0.8,0.19,0.86,0.79,0.38,0.89
maidsafe-dht.csv,0.81,0.95,0.79,0.98,0.93,0.0,0.96,0.85,1.0,0.81,0.86,1.0,0.73,0.93
n2cms.csv,0.77,0.67,0.57,0.0,0.83,0.73,0.79,0.72,0.48,0.76,0.84,0.85,0.53,0.75
nuttx.csv,0.84,0.91,0.99,0.59,0.08,0.66,0.6,0.55,0.95,0.94,0.7,0.79,0.79,0.49
rtb-team.csv,0.65,0.69,0.83,0.69,0.9,0.72,0.66,0.77,0.0,0.68,0.64,1.01,0.6,0.83
super-tux.csv,0.99,0.82,1.0,0.69,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.76,0.2
vdsf.csv,0.98,0.98,0.16,0.99,0.98,0.97,0.9,1.0,1.0,1.0,1.0,1.0,0.96,1.0
xbrlapi.csv,0.94,0.0,0.79,0.67,0.77,0.95,0.72,0.82,0.87,0.92,0.77,0.83,0.74,0.86
