,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
coot.csv,0.6,0.2,0.64,0.07,0.31,0.66,0.04,0.5,0.38,1.0
haggle.csv,1.0,0.31,0.99,0.12,0.46,0.79,0.04,0.67,0.19,0.58
ibatisdb.csv,0.0,0.21,0.64,0.0,1.0,0.63,0.0,0.27,0.29,0.62
jas.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.33
mesa3d.csv,0.4,0.0,0.63,0.12,0.17,0.6,0.06,0.45,0.95,0.44
ngl.csv,0.62,0.45,0.72,0.05,0.15,1.0,0.13,0.36,0.27,0.57
pustefix.csv,0.28,1.0,0.33,0.0,0.1,0.45,0.0,0.5,0.04,1.0
scenemonitor.csv,1.0,0.31,0.58,0.06,0.36,0.52,0.11,0.44,0.19,0.51
wsmt.csv,0.26,0.14,0.63,0.12,0.14,0.57,0.0,0.97,0.18,0.41
