,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,51.0,84.0,114.0,0.0,140.0,367.0,124.0,0.0,322.0,76.0
coot.csv,2.0,4.0,2.0,13.0,6.0,0.0,31.0,1.0,5.0,0.0
haggle.csv,0.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0
ibatisdb.csv,51.0,3.0,2.0,64.0,0.0,0.0,124.0,5.0,3.0,0.0
jas.csv,51.0,84.0,0.0,64.0,140.0,367.0,0.0,2.0,322.0,1.0
mesa3d.csv,2.0,84.0,0.0,6.0,16.0,0.0,6.0,1.0,0.0,1.0
ngl.csv,1.0,0.0,0.0,24.0,22.0,0.0,6.0,0.0,0.0,3.0
pustefix.csv,0.0,0.0,1.0,64.0,23.0,0.0,124.0,0.0,19.0,0.0
scenemonitor.csv,0.0,2.0,4.0,18.0,4.0,0.0,8.0,0.0,2.0,5.0
wsmt.csv,0.0,2.0,0.0,11.0,25.0,0.0,124.0,0.0,8.0,2.0
