,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.53,0.58,0.78,0.65,0.84,0.52,0.65,0.68,0.53,1.13,0.7,1.08,0.48,0.66,0.63,0.37,0.63
biopax.csv,0.82,1.0,1.0,1.0,0.92,0.74,0.94,0.85,0.91,1.0,1.0,0.67,0.83,0.99,1.0,0.2,1.0
ffigo.csv,1.0,0.89,1.0,0.81,0.95,0.99,0.94,1.0,0.87,0.86,1.01,0.89,0.4,1.0,0.57,0.76,0.95
freebios.csv,0.87,0.76,0.34,0.85,0.79,0.84,0.85,0.65,0.74,0.63,0.56,0.65,0.77,0.9,0.78,0.82,0.79
glelite.csv,0.93,0.97,0.89,0.74,0.98,0.87,0.98,0.98,0.78,0.97,0.98,0.03,0.96,0.97,0.85,0.63,0.97
gnupdate.csv,0.61,0.53,0.86,0.81,0.34,0.73,0.6,0.49,0.66,0.78,0.98,0.95,0.7,0.59,0.72,0.78,0.79
go.csv,0.39,0.65,0.76,0.7,0.47,0.73,0.38,0.74,0.6,0.56,0.91,0.44,0.48,0.63,0.79,0.47,0.68
gstreamer.csv,0.61,0.87,0.93,0.85,0.7,0.82,0.61,0.79,0.52,0.75,0.8,0.73,0.85,0.4,0.62,0.65,1.0
metacosm.csv,0.69,0.62,0.88,0.43,0.81,0.82,0.63,0.64,0.6,0.75,0.89,0.73,0.65,0.77,0.66,0.53,0.37
pcsx2.csv,0.39,0.73,0.83,0.65,0.45,0.63,0.45,0.68,0.42,1.0,0.83,0.68,0.97,0.47,0.81,0.37,0.94
pgui.csv,1.0,1.0,0.96,0.66,0.87,1.0,0.52,0.41,1.0,1.0,1.01,0.69,1.0,1.0,0.46,0.68,1.0
qse.csv,1.0,0.66,1.0,0.73,0.9,0.96,0.26,0.96,0.58,0.9,0.72,0.83,0.97,0.99,0.62,0.38,0.61
rebecca-aiml.csv,0.5,0.59,0.8,0.58,0.78,0.68,0.39,0.54,0.58,0.22,0.46,0.5,0.53,0.64,0.77,0.63,0.69
skia.csv,0.63,0.63,0.88,0.63,0.78,0.59,0.69,0.69,0.69,0.75,0.51,0.8,0.91,0.68,0.44,0.96,0.73
vars-redux.csv,0.51,0.81,0.7,0.45,0.82,0.62,0.5,0.82,0.59,1.0,0.83,1.0,0.61,0.75,0.79,0.46,0.53
wxjs.csv,1.0,0.97,0.96,1.0,1.0,0.98,1.0,1.0,0.96,0.55,0.21,0.79,1.0,0.99,0.84,0.99,1.0
yale.csv,1.0,0.61,0.77,0.64,0.99,0.97,0.74,0.58,0.93,0.75,0.69,1.03,0.72,0.65,0.88,0.79,0.63
