,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.78,0.2,0.45,0.5,0.14,0.73,0.51,0.31,0.76,0.1,0.08,0.97,0.77,0.64,0.39,0.94,0.55
biopax.csv,0.67,0.15,0.49,0.42,0.19,0.65,0.44,0.31,0.67,0.29,0.08,0.99,0.65,0.58,0.33,1.0,0.47
ffigo.csv,0.0,0.11,0.0,0.36,0.2,1.0,0.67,0.0,0.74,0.38,0.0,1.0,0.8,0.0,0.43,0.86,0.25
freebios.csv,0.54,0.14,0.75,0.35,0.15,0.52,0.35,0.34,0.65,0.54,0.12,0.99,0.61,0.4,0.3,0.73,0.6
glelite.csv,0.65,0.15,0.5,0.48,0.17,0.64,0.43,0.28,0.68,0.27,0.08,1.0,0.62,0.58,0.36,0.83,0.46
gnupdate.csv,0.7,0.23,0.38,0.45,0.52,0.63,0.5,0.42,0.69,0.36,0.02,0.96,0.65,0.75,0.36,0.76,0.49
go.csv,0.84,0.18,0.46,0.47,0.3,0.64,0.65,0.3,0.74,0.4,0.04,1.0,0.76,0.63,0.34,0.91,0.5
gstreamer.csv,0.72,0.15,0.39,0.45,0.19,0.64,0.49,0.28,0.77,0.27,0.1,0.98,0.62,0.79,0.39,0.84,0.47
metacosm.csv,0.86,0.19,0.44,0.63,0.27,0.7,0.76,0.36,0.78,0.3,0.08,1.0,0.71,0.78,0.38,0.87,0.73
pcsx2.csv,0.89,0.15,0.51,0.49,0.32,0.71,0.6,0.33,0.81,0.19,0.07,0.99,1.0,0.74,0.37,0.9,0.46
pgui.csv,0.0,0.0,0.67,0.45,0.21,0.0,0.56,0.53,0.0,0.0,0.0,0.98,0.0,0.0,0.56,0.81,0.47
qse.csv,0.0,0.17,0.0,0.45,0.67,0.86,0.82,1.0,0.81,0.17,0.08,0.97,0.5,1.0,0.42,0.96,0.53
rebecca-aiml.csv,0.78,0.2,0.67,0.59,0.17,0.65,0.72,0.41,0.74,0.69,0.17,1.0,0.8,0.62,0.35,0.82,0.6
skia.csv,0.75,0.2,0.44,0.48,0.16,0.7,0.69,0.29,0.71,0.54,0.15,1.0,0.45,0.65,0.61,0.53,0.57
vars-redux.csv,0.77,0.17,0.51,0.6,0.14,0.72,0.57,0.28,0.73,0.29,0.1,0.98,0.69,0.6,0.36,1.0,0.58
wxjs.csv,0.0,0.1,1.0,0.0,0.0,0.6,0.0,0.0,0.7,0.64,0.3,1.0,0.0,0.4,0.4,0.33,0.0
yale.csv,0.64,0.24,0.52,0.47,0.18,0.62,0.41,0.36,0.65,0.29,0.1,0.97,0.66,0.62,0.32,0.74,0.57
