,f1,g,recall,precision,pf,wins
alsa.csv,0.64,0.62,0.66,0.51,0.58,12
biopax.csv,0.64,0.24,0.99,0.47,0.94,5
ffigo.csv,0.11,0.09,0.07,0.36,0.1,2
freebios.csv,0.39,0.44,0.44,0.52,0.39,4
glelite.csv,0.63,0.21,0.95,0.48,0.95,3
gnupdate.csv,0.57,0.55,0.63,0.5,0.53,11
go.csv,0.6,0.61,0.7,0.5,0.43,14
gstreamer.csv,0.61,0.54,0.76,0.47,0.67,10
metacosm.csv,0.41,0.42,0.37,0.7,0.23,9
pcsx2.csv,0.61,0.64,0.79,0.51,0.63,13
pgui.csv,0.08,0.0,0.04,0.21,0.12,0
qse.csv,0.21,0.41,0.38,0.53,0.13,6
rebecca-aiml.csv,0.55,0.57,0.55,0.65,0.29,16
skia.csv,0.37,0.41,0.37,0.54,0.28,7
vars-redux.csv,0.64,0.57,0.78,0.58,0.56,15
wxjs.csv,0.04,0.02,0.02,0.3,0.02,1
yale.csv,0.5,0.43,0.67,0.52,0.67,8
