,0,1,2,3,4,5
doomlegacy.csv,[0.44],[0.57],[0.67],[0.57],[0.71],[0.62]
bzbyte.csv,[0.67],[0.6],[0.4],[0.6],[0.67],[0.6]
fmri-dmt.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
v8.csv,[0.81],[0.81],[0.86],[0.81],[0.89],[0.81]
servicestack.csv,[0.33],[0.0],[0.44],[0.0],[0.67],[0.67]
carabiner.csv,[0.57],[0.67],[0.67],[0.67],[0.57],[0.67]
gephex.csv,[0.4],[0.5],[0.67],[0.33],[0.67],[0.5]
mediaportal.csv,[0.44],[0.49],[0.38],[0.53],[0.42],[0.54]
gnome-jabber.csv,[0.95],[0.89],[0.36],[0.89],[0.71],[0.89]
fityk.csv,[0.73],[0.44],[0.8],[0.6],[0.73],[0.44]
ngl.csv,[0.75],[0.68],[0.75],[0.68],[0.65],[0.68]
codepurge.csv,[0.12],[0.67],[0.5],[0.67],[0.44],[0.67]
jcl.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
bigdata.csv,[0.81],[0.85],[0.95],[0.85],[0.91],[0.85]
salasaga.csv,[0.6],[0.55],[0.67],[0.6],[0.6],[0.44]
ondex.csv,[0.29],[0.22],[0.19],[0.29],[0.31],[0.29]
jas.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
qdvdauthor.csv,[0.8],[0.57],[0.8],[0.67],[0.8],[0.0]
gmerlin.csv,[0.67],[0.4],[0.67],[0.29],[0.75],[0.86]
wsmt.csv,[0.67],[0.86],[0.57],[0.86],[0.44],[0.86]
xqilla.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
jstock.csv,[0.0],[0.0],[0.4],[0.0],[0.4],[0.0]
poormans.csv,[0.8],[0.73],[0.42],[0.67],[0.53],[0.55]
kolmafia.csv,[0.88],[0.83],[0.88],[0.83],[0.88],[0.73]
synergyspace.csv,[0.33],[0.0],[0.27],[0.0],[0.36],[0.0]
nebuladevice.csv,[0.4],[0.5],[0.29],[0.5],[0.22],[0.4]
findbugs.csv,[0.67],[0.0],[0.4],[0.0],[0.4],[0.0]
qmmp.csv,[0.75],[0.71],[0.8],[0.71],[0.71],[0.71]
wxstudio.csv,[0.8],[0.67],[0.55],[0.73],[0.5],[0.6]
free-evolution.csv,[0.17],[0.33],[0.25],[0.29],[0.22],[0.4]
xapian.csv,[0.59],[0.75],[0.57],[0.75],[0.59],[0.89]
quark.csv,[0.57],[0.5],[0.57],[0.0],[0.57],[0.4]
les-indemodables.csv,[0.62],[0.73],[0.62],[0.8],[0.8],[0.8]
mesa3d.csv,[0.24],[0.12],[0.22],[0.14],[0.21],[0.12]
simplewebservices.csv,[0.29],[0.59],[0.55],[0.67],[0.52],[0.56]
illumination.csv,[0.36],[0.0],[0.5],[0.0],[0.33],[0.0]
ambulant.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
kmess.csv,[0.73],[0.63],[0.63],[0.63],[0.67],[0.7]
fleet-simulator.csv,[1.0],[1.0],[0.92],[1.0],[0.91],[1.0]
tradelink.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
opendvr.csv,[0.75],[0.33],[0.55],[0.5],[0.57],[0.67]
pi-qmc.csv,[0.0],[0.0],[0.67],[0.0],[0.0],[0.0]
google-gears.csv,[0.42],[0.75],[0.8],[0.7],[0.77],[0.72]
bibletime.csv,[0.8],[0.86],[0.77],[0.67],[0.86],[0.77]
ipfilter.csv,[0.6],[0.67],[0.4],[0.86],[0.4],[0.67]
hibernate.csv,[0.49],[0.47],[0.4],[0.51],[0.47],[0.46]
keyczar.csv,[0.83],[0.75],[0.83],[0.73],[0.67],[0.6]
oscarmcmaster.csv,[0.35],[0.4],[0.43],[0.46],[0.5],[0.31]
passwordsafe.csv,[0.61],[0.77],[0.71],[0.77],[0.57],[0.77]
primefaces.csv,[0.83],[0.5],[0.44],[0.8],[0.89],[0.67]
xtreemfs.csv,[0.77],[0.81],[0.81],[0.81],[0.76],[0.83]
pixel-commandos.csv,[0.0],[0.0],[0.0],[0.0],[0.29],[0.0]
open-ms.csv,[0.4],[0.44],[0.4],[0.43],[0.4],[0.46]
pnotepad.csv,[0.8],[0.75],[0.75],[0.67],[0.89],[0.75]
qedo.csv,[0.14],[0.4],[0.11],[0.36],[0.0],[0.4]
tigermud.csv,[0.67],[0.5],[0.67],[0.33],[0.0],[0.57]
mevenide.csv,[0.43],[0.4],[0.6],[0.4],[0.6],[0.44]
xcf.csv,[0.75],[0.8],[0.8],[0.8],[0.89],[0.8]
ninject.csv,[0.29],[0.0],[0.4],[0.0],[0.0],[0.0]
xinity.csv,[0.83],[0.5],[0.67],[0.44],[0.89],[0.67]
xmoto.csv,[0.67],[0.57],[0.75],[0.57],[0.4],[0.5]
coot.csv,[0.33],[0.67],[0.67],[0.6],[0.67],[0.67]
emite.csv,[0.4],[0.57],[0.8],[0.86],[0.8],[0.5]
gss.csv,[0.89],[0.86],[0.86],[0.86],[1.0],[0.67]
icescrum.csv,[0.67],[0.8],[0.67],[0.8],[0.67],[0.8]
wxjs.csv,[0.0],[0.0],,,,
